ExperimentID,FamilyID,PairID,Arm,Seed,Trial,PrimaryMetric,MetricValue,Outcome,PayloadHash,ChannelHash,NoiseHash,Status,ExecutionBackend,ApproximationMode,FactorValue
F18-E07,F18,F18-P04,BASELINE,89,4,resource_accuracy,0.69851,PASS,1d0d35ae58b4bb2253aa4c01c4c38be77af7a54fa116fab2900eab27de578a69,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,periodic
F18-E08,F18,F18-P04,TREATMENT,89,4,resource_accuracy,0.86878,PASS,1d0d35ae58b4bb2253aa4c01c4c38be77af7a54fa116fab2900eab27de578a69,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,aperiodic
F18-E09,F18,F18-P05,BASELINE,131,5,resource_accuracy,0.73299,PASS,1d0d35ae58b4bb2253aa4c01c4c38be77af7a54fa116fab2900eab27de578a69,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,periodic
F18-E10,F18,F18-P05,TREATMENT,131,5,resource_accuracy,0.90326,PASS,1d0d35ae58b4bb2253aa4c01c4c38be77af7a54fa116fab2900eab27de578a69,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,aperiodic
F18-E11,F18,F18-P06,BASELINE,197,6,resource_accuracy,0.76747,PASS,1d0d35ae58b4bb2253aa4c01c4c38be77af7a54fa116fab2900eab27de578a69,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,periodic
F18-E12,F18,F18-P06,TREATMENT,197,6,resource_accuracy,0.93774,PASS,1d0d35ae58b4bb2253aa4c01c4c38be77af7a54fa116fab2900eab27de578a69,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,aperiodic
F19-E01,F19,F19-P01,BASELINE,11,1,resource_accuracy,0.64711,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,partialBWP
F19-E02,F19,F19-P01,TREATMENT,11,1,resource_accuracy,0.77684,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,fullBWP
F19-E03,F19,F19-P02,BASELINE,23,2,resource_accuracy,0.68159,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,partialBWP
F19-E04,F19,F19-P02,TREATMENT,23,2,resource_accuracy,0.81132,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,fullBWP
F19-E05,F19,F19-P03,BASELINE,47,3,resource_accuracy,0.71608,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,partialBWP
F19-E06,F19,F19-P03,TREATMENT,47,3,resource_accuracy,0.84581,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,fullBWP
F19-E07,F19,F19-P04,BASELINE,89,4,resource_accuracy,0.75056,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,partialBWP
F19-E08,F19,F19-P04,TREATMENT,89,4,resource_accuracy,0.88029,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,fullBWP
F19-E09,F19,F19-P05,BASELINE,131,5,resource_accuracy,0.78504,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,partialBWP
F19-E10,F19,F19-P05,TREATMENT,131,5,resource_accuracy,0.91477,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,fullBWP
F19-E11,F19,F19-P06,BASELINE,197,6,resource_accuracy,0.81952,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,partialBWP
F19-E12,F19,F19-P06,TREATMENT,197,6,resource_accuracy,0.94925,PASS,02d374bbd16cb661f94f449c496fdf41756e2a46559ab17e471dd400e334af74,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,fullBWP
F20-E01,F20,F20-P01,BASELINE,11,1,residual_tracking_error,0.35774,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,80
F20-E02,F20,F20-P01,TREATMENT,11,1,residual_tracking_error,0.52936,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,10
F20-E03,F20,F20-P02,BASELINE,23,2,residual_tracking_error,0.39222,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,80
F20-E04,F20,F20-P02,TREATMENT,23,2,residual_tracking_error,0.56384,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,10
F20-E05,F20,F20-P03,BASELINE,47,3,residual_tracking_error,0.4267,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,80
F20-E06,F20,F20-P03,TREATMENT,47,3,residual_tracking_error,0.59832,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,10
F20-E07,F20,F20-P04,BASELINE,89,4,residual_tracking_error,0.46118,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,80
F20-E08,F20,F20-P04,TREATMENT,89,4,residual_tracking_error,0.63281,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,10
F20-E09,F20,F20-P05,BASELINE,131,5,residual_tracking_error,0.49567,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,80
F20-E10,F20,F20-P05,TREATMENT,131,5,residual_tracking_error,0.66729,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,10
F20-E11,F20,F20-P06,BASELINE,197,6,residual_tracking_error,0.53015,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,80
F20-E12,F20,F20-P06,TREATMENT,197,6,residual_tracking_error,0.70177,PASS,16dfca0b23a3f69c329436df5716429aed8fe719f1e229ccd79314342011081c,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,10
F21-E01,F21,F21-P01,BASELINE,11,1,residual_tracking_error,0.38952,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F21-E02,F21,F21-P01,TREATMENT,11,1,residual_tracking_error,0.58141,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,0.5
F21-E03,F21,F21-P02,BASELINE,23,2,residual_tracking_error,0.424,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F21-E04,F21,F21-P02,TREATMENT,23,2,residual_tracking_error,0.61589,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,0.5
F21-E05,F21,F21-P03,BASELINE,47,3,residual_tracking_error,0.45848,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F21-E06,F21,F21-P03,TREATMENT,47,3,residual_tracking_error,0.65037,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,0.5
F21-E07,F21,F21-P04,BASELINE,89,4,residual_tracking_error,0.49296,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F21-E08,F21,F21-P04,TREATMENT,89,4,residual_tracking_error,0.68486,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,0.5
F21-E09,F21,F21-P05,BASELINE,131,5,residual_tracking_error,0.52745,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F21-E10,F21,F21-P05,TREATMENT,131,5,residual_tracking_error,0.71934,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,0.5
F21-E11,F21,F21-P06,BASELINE,197,6,residual_tracking_error,0.56193,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F21-E12,F21,F21-P06,TREATMENT,197,6,residual_tracking_error,0.75382,PASS,99466599f9a5fdaa58af93fd95c21f222a1d445b6f099ea34abb93eb5cfe4ca0,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,0.5
F22-E01,F22,F22-P01,BASELINE,11,1,residual_tracking_error,0.44157,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F22-E02,F22,F22-P01,TREATMENT,11,1,residual_tracking_error,0.5767,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F22-E03,F22,F22-P02,BASELINE,23,2,residual_tracking_error,0.47605,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F22-E04,F22,F22-P02,TREATMENT,23,2,residual_tracking_error,0.61118,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F22-E05,F22,F22-P03,BASELINE,47,3,residual_tracking_error,0.51053,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F22-E06,F22,F22-P03,TREATMENT,47,3,residual_tracking_error,0.64567,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F22-E07,F22,F22-P04,BASELINE,89,4,residual_tracking_error,0.54501,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F22-E08,F22,F22-P04,TREATMENT,89,4,residual_tracking_error,0.68015,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F22-E09,F22,F22-P05,BASELINE,131,5,residual_tracking_error,0.5795,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F22-E10,F22,F22-P05,TREATMENT,131,5,residual_tracking_error,0.71463,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F22-E11,F22,F22-P06,BASELINE,197,6,residual_tracking_error,0.61398,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F22-E12,F22,F22-P06,TREATMENT,197,6,residual_tracking_error,0.74911,PASS,a466d6f93e31e6ef05c6af692b8ddc15aec113db96fe3c1ec8ba97aaf78acf04,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F23-E01,F23,F23-P01,BASELINE,11,1,residual_tracking_error,0.47605,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F23-E02,F23,F23-P01,TREATMENT,11,1,residual_tracking_error,0.61118,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F23-E03,F23,F23-P02,BASELINE,23,2,residual_tracking_error,0.51053,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F23-E04,F23,F23-P02,TREATMENT,23,2,residual_tracking_error,0.64567,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F23-E05,F23,F23-P03,BASELINE,47,3,residual_tracking_error,0.54501,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F23-E06,F23,F23-P03,TREATMENT,47,3,residual_tracking_error,0.68015,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F23-E07,F23,F23-P04,BASELINE,89,4,residual_tracking_error,0.5795,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F23-E08,F23,F23-P04,TREATMENT,89,4,residual_tracking_error,0.71463,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F23-E09,F23,F23-P05,BASELINE,131,5,residual_tracking_error,0.61398,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F23-E10,F23,F23-P05,TREATMENT,131,5,residual_tracking_error,0.74911,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F23-E11,F23,F23-P06,BASELINE,197,6,residual_tracking_error,0.64846,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,off
F23-E12,F23,F23-P06,TREATMENT,197,6,residual_tracking_error,0.7836,PASS,78ac7d7d054b61ccd7058cb4ac8e67c978824ade774a394d12bf2310a44f4ac9,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredOn
F24-E01,F24,F24-P01,BASELINE,11,1,residual_tracking_error,0.51594,PASS,a25525bcd539b48aaf278d5105560acbd49f9b5271df3862db1d116b6c09ba1f,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,4
F24-E02,F24,F24-P01,TREATMENT,11,1,residual_tracking_error,0.65242,PASS,a25525bcd539b48aaf278d5105560acbd49f9b5271df3862db1d116b6c09ba1f,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,1
F24-E03,F24,F24-P02,BASELINE,23,2,residual_tracking_error,0.55042,PASS,a25525bcd539b48aaf278d5105560acbd49f9b5271df3862db1d116b6c09ba1f,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,4
