CaseID,Direction,MappingType,ConfigurationType,Length,AdditionalPosition,LogicalPorts,REIndexSHA256,SequenceSHA256,MismatchCount,Status
DMRS-119,UL,A,1,2,3,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-120,UL,A,1,2,3,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-121,UL,A,2,1,0,0,ab68bd02e502a002884e320a1f9ef483123ddbb85a40081bb30ca8c60c396eea,300ac3450313bb0002902c13495723ab0ba829e95d5ef3d7eecb8d39962b4e19,0,PASS
DMRS-122,UL,A,2,1,0,0;1,46209b6150a0db58d0a8ab5101073037923bf222e3928cc3f5ae5b1698ba049c,b0e80bf9cc3485847fc085921ebc0d36b00a9ea012c084478323a39ebfd1392b,0,PASS
DMRS-123,UL,A,2,1,0,0;2,8ff8f0fbde9149ae06ae089aca36346aab99aa9646ad7d7c0cf5172c877c5502,6a1a5331c866a745dd43fe5b96fe7b3f751add01d19c44d9a56dcd8a090173ca,0,PASS
DMRS-124,UL,A,2,1,1,0,332835f280ba3ba0624b13335941de370b6d9b185b81df5b136417d360b6d333,b99bb83e3e22d86fdec2f0d5244b66beffa28687f93e4083c852b01d3b2ea461,0,PASS
DMRS-125,UL,A,2,1,1,0;1,66ab6f9f9775b400f9eae84d5ae65138730606649011ac43d56a20e3d14a2581,025aab6bb876a053e16861477b67c5d9b8b3921f7f01a28ccad0a1e786b1d111,0,PASS
DMRS-126,UL,A,2,1,1,0;2,60c264ba74623eea906fead12b61005b03fce0bbd4763a43c1275a0a2a17daab,852ec3789b9aca35dd6a79b865cb8451785f07872baa9aa060a400b9097bf9d0,0,PASS
DMRS-127,UL,A,2,1,2,0,fe858c56a9ea1ee1cf640a65b5623b6da4024f9e8f6cbce241f667b9af2d3ffc,28f8b016fbfa49cd56cf3bef38b1e2e33c7de02522e385a2084e9448d2887edc,0,PASS
DMRS-128,UL,A,2,1,2,0;1,203ad2208dc1241d842a77ceb54ef6c40ad88432ad8bdce1e1d4f1dc23f25f8d,3a507eb30c6b9e467ca21d8b7daafcc1dad112dd4e1528d7a376629697dc2752,0,PASS
DMRS-129,UL,A,2,1,2,0;2,40b902455c5af1793df2149b7d5dc5c1aa26e4879c94263f59696913751aa61b,c8f6453f380823b257302816449ff95c6d7bb380c153f014c9943a364a826181,0,PASS
DMRS-130,UL,A,2,1,3,0,615642e64f2f4768fb5c05304e55327e1e877a20f663b79bc04b1c763510db98,c8afc84c6965645887774e219b8f6c6eaae3555a2578b44c5ee20f813cc6fd61,0,PASS
DMRS-131,UL,A,2,1,3,0;1,bf303cc2ca540e5415f1bebd9d72a20a90ab8b4b23e4d98bc1d47a154cd28d2b,692c013f0f86a06fc12516222fa74ed418502ee9c304e78d21645be777d0ac06,0,PASS
DMRS-132,UL,A,2,1,3,0;2,b961c1e5f2d2f30a7f5b4eb2b9ee1da17492b0edfa51dab79edf010669ad4e4c,ddf79353dc941b44bdcd07693f0aeae29c69b24a231f84d7940bd77405daaec9,0,PASS
DMRS-133,UL,A,2,2,0,0,aaab9af53db8cbb1923815f96503831b78b5af77cf98dfba3a2c1701af30cf1c,c3b506be5fed2215fedddd2de2dfbcb574aa202723c0d644e5c95152fb61088a,0,PASS
DMRS-134,UL,A,2,2,0,0;1,3ffcd4d8505f5c9d75ef9cb11ee111ab3a578a4dfc6509f50344469d9015c839,c571b711888a83e4f00dcd877022278a52b4d4483fb0a946da47ad8e67fbd25e,0,PASS
DMRS-135,UL,A,2,2,0,0;2,7c5ca0045f1a3eb0e56b18bf7707c17790e1f5d3891488bf5fcadfc534016cc8,61f9c2de9f84cbdf53ba911bff08d607be477cf12a3ca0669857621ffda1a356,0,PASS
DMRS-136,UL,A,2,2,1,0,cdd0ca2d890772460f44d5b8562e39d88ee7b5b47acfd4fdcf2bc2587ab96172,773b484150f51fc14477b2b13ab46be7c48d327ec332e74d7dd6e85275fed855,0,PASS
DMRS-137,UL,A,2,2,1,0;1,27b1bbc7bb1af099790a135742cdcf4cf2752c00ce53eb3da6385ca8e4fb4179,4c3d98c2c5079954979f71cb9b9b5514f3dc3d740ed547a7954c97c5247743cf,0,PASS
DMRS-138,UL,A,2,2,1,0;2,1279f10fe7389d106cb4c5563d9d916cbf94712128247d8b3ebad2e167484a16,c40f4f4a4482eb276c187709c045346e9c08703c162c24bd298a2447062b835f,0,PASS
DMRS-139,UL,A,2,2,2,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-140,UL,A,2,2,2,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-141,UL,A,2,2,2,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-142,UL,A,2,2,3,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-143,UL,A,2,2,3,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-144,UL,A,2,2,3,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-145,UL,B,1,1,0,0,fe80b0a5e420d57e1efe38ff6da0f27d9720c1f63c3fde836f74b38625c4cd6a,7940b9c0883eace08bb46a34d36d03672b2845aca84e39b3fe22a5bf095e64c0,0,PASS
DMRS-146,UL,B,1,1,0,0;1,c1b0d6663d4d10263b27601b34a6655eaa0468b11b42bfc332a9302e7d1ea8ac,c30fac10c9d5b039b3d549e5781789b38bcb121dae1ceebf5a7644b11dd354bc,0,PASS
DMRS-147,UL,B,1,1,0,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-148,UL,B,1,1,1,0,5b41bc7d1dd8307bc38e32557074804aecdce2c328ae3595e87e78040536f4db,2595366e328b935da0885ffce58705b60ac0401862c54fc14f019e98577777b2,0,PASS
DMRS-149,UL,B,1,1,1,0;1,40e04bd5e23d87f3b8f4f4074d237e24a0b265bac6c6af6c4342939137b2d506,93186f818c662b8a343253068606f0781951faa7a6675270cad74bd4156e9aca,0,PASS
DMRS-150,UL,B,1,1,1,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-151,UL,B,1,1,2,0,569620798a66fff4eae36eb84b412488fcd2f93c18942301802c9fb600c440e2,a5517c7c663d05068fb856b2de7b8aefeaf0b0a77c4955e06751409ecd5010f9,0,PASS
DMRS-152,UL,B,1,1,2,0;1,30bc33cd319c343700162ee5f8598e7d1dd722b2e425cc5872808903ea8ef1c9,36f19f41bf92f758d8522fc245c3c7b70607fa80f30baf8df2a025c4b47549b9,0,PASS
DMRS-153,UL,B,1,1,2,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-154,UL,B,1,1,3,0,6b6cbc0ccbd650ddc70e06acfc61fbf0ff00a8f6fbc0670b30c0d8728bec20e1,80e3a0ccdcaa00c92e909e30f761c379105f24ec05e16b6d63112fbcb6822b1d,0,PASS
DMRS-155,UL,B,1,1,3,0;1,60acf62abde25adc929e076595eb5129c1733e50aa76cffb3599da107b327c6c,669de021d17594b04f599583d75041a08e62c9f82ab950b34c5f97deca7e0da9,0,PASS
DMRS-156,UL,B,1,1,3,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-157,UL,B,1,2,0,0,c46278663155cfffb19c9622c931fee7dbc55be84aefed467ae7114ae9e3374d,6360a335c928a83de787ac85512c9bca97cad5cafb435483fbe42f56668dff10,0,PASS
DMRS-158,UL,B,1,2,0,0;1,599fbd81f25d0111ba5187c8f4b8e7ca4ea9cff5e43c512090a20d93d7711e8c,4c2747b45e306b774e379de526f1c4b17f4ac5f8a19bd37cd9b95bb9371afa47,0,PASS
DMRS-159,UL,B,1,2,0,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-160,UL,B,1,2,1,0,64a929c958512a465b193c5bc227307d02402df76468b519d5b655ca75969ee6,f3defb10f08df700d7f7685f8bae93e0c9eb488b691144379ac62f13a01072a8,0,PASS
DMRS-161,UL,B,1,2,1,0;1,d08e1ac0a531e4e4b634c523b739d7bad88a16ee5b314153ad0a671376b69d10,3925f90ceff77ccef70de63bb421709d3ebe6c6bec10d76258cbef9fce1ca0d1,0,PASS
DMRS-162,UL,B,1,2,1,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-163,UL,B,1,2,2,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-164,UL,B,1,2,2,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-165,UL,B,1,2,2,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-166,UL,B,1,2,3,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-167,UL,B,1,2,3,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-168,UL,B,1,2,3,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-169,UL,B,2,1,0,0,8a95239c61f54790820e7e6795792ed2bfa857bf8d9bafec4b3eeb14691cfede,2709ffebec98a6e5fe95f36f4c8135cc30326d2dc37149efdc0d4766e80f919b,0,PASS
DMRS-170,UL,B,2,1,0,0;1,d4efc210e38bcb01b75939306392cf289ee731cf9f02381af697bcaa014e7d8b,9f4d2233a64c5b503fa14b3ca6b71c06e2adc50e40b582ffd1200e71e00446aa,0,PASS
DMRS-171,UL,B,2,1,0,0;2,308de2bcf5e9bc654447fab02a67e998ff8da17f51fca3bb91c1b5a26978153d,3701e033f7ee2f7c0f48dae0278eea2c3e984391d3075d465dd39a4bc9228385,0,PASS
DMRS-172,UL,B,2,1,1,0,12c9f7a2c428f230dc2b9749980993c5814fea4c2572655208c586bfb718afb7,a508628bd45602d6d353d272d0c74be02cd4cc6717303c2cd12e9b603e76e0bc,0,PASS
DMRS-173,UL,B,2,1,1,0;1,967e71079bcd64354754db741442d1fe8b983997990b3a3617ac8efceb49cd30,44645b46ed243c24b85992c6d5622e40d59a3263578abab7aa3103e3fb243c69,0,PASS
DMRS-174,UL,B,2,1,1,0;2,25edd8aceb475744fdbd12b177ef6384ddd9b526dc8ed2fc118f426c8f8cebe9,3e5233c2c4194294b3a63933b15489131c80fe9aaff92d544433fe9b13a4d9ce,0,PASS
DMRS-175,UL,B,2,1,2,0,d142de4000c536b3443af53c9554d30f19c9cfe475daec2db7aaf81c05a6278e,4cde4220b54d94b2a3ad58268eed46bd7f5c770a3d6c3bd5e4d4c5f76bf03b31,0,PASS
DMRS-176,UL,B,2,1,2,0;1,34e80eecc91af2655d39228e0169383468e2840a9b5f151346ed1dcd3b451715,202ab416ed2fe1a901ad82ba9577ca59f1717d046474f06dc67e331b223f0c68,0,PASS
DMRS-177,UL,B,2,1,2,0;2,d6c7d01c40bbe630ebb0c51e6f4c767d85b4022f395c571928db9c123d6c4193,d58b7fb0525e48d2eda357741c789502462fa03f61f1de44071bb97dc2c9be2e,0,PASS
DMRS-178,UL,B,2,1,3,0,b664aa3829e06221c5cee8acf6792a80e257f6278b36b1cf54bc051e38bb20a5,f7c0b8b953a82e8a058cd55eb79ba205d57f8e92ea6413c14da0b63f82fdae05,0,PASS
DMRS-179,UL,B,2,1,3,0;1,18e2a9016442afd77cbc45aad381d0ca1ed1d76fe8d8435fb7db4592cf0dc09f,504c86e009b70e76efcc1d2aa23dae38f32c6cc3ad013fead4ee4e7698828bef,0,PASS
DMRS-180,UL,B,2,1,3,0;2,291af18a5c2ff1f7f104b2353a9ca9073996e38abba17baa1d85c912cfdc323f,554a5f35d3ca48e180becaeea6cb5c818f0003c2f9d1db8f85fbd6994f9cfc93,0,PASS
DMRS-181,UL,B,2,2,0,0,59d01ffba605d8bfb2e87b06c16c8ee48cac137a1b84e2af8a46e5463b558c3f,88beb452cf1eece0c46d294ca118ca67423b74b28a15ca9d833f500fa60da531,0,PASS
DMRS-182,UL,B,2,2,0,0;1,5f7d1a320f205c71ba1d0c352d444cfdcc82b39fabafa6f4b1fb543c4a31e6e9,995c2299f513391e957a84ab9d4c6e2fd3fae209e96c8fc65aa86782ee169f2f,0,PASS
DMRS-183,UL,B,2,2,0,0;2,e362d026a890967965dfcd3b1bfaa3d4b4ea065b0ba90e2c9f612672d345a14e,e83046dd7a31f62ed4adb43ca0413172c5cd70a193967d64e1f70745ea4c5753,0,PASS
DMRS-184,UL,B,2,2,1,0,144b2519e05a1271d749ff92af1b07eb7d105511b0c5568bd102f114e3140f1d,04b2289e22a7a647be642ced469861eeaf1cc11f0c6145447f4c57923a2fe935,0,PASS
DMRS-185,UL,B,2,2,1,0;1,1d49f65ef99ac9bca8d0852b500a1c7bc0cd5f15349abc48a730752cc40e0e65,f039791416bfdc265dc49ad8dbd90fcd3fe510bace71354e91de2bed4b81e5b2,0,PASS
DMRS-186,UL,B,2,2,1,0;2,ae4f62bbc79a0e3c24b39f2e1a66a1ef3ddf9baf3f4400b95cdcb079ff7583dd,5a45e445da16866b31e402f05384dff58913057decc46143d7b0e49a1933d931,0,PASS
DMRS-187,UL,B,2,2,2,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-188,UL,B,2,2,2,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-189,UL,B,2,2,2,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-190,UL,B,2,2,3,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-191,UL,B,2,2,3,0;1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
DMRS-192,UL,B,2,2,3,0;2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
