CaseID,Ports,ResourceType,Usage,Comb,CyclicShift,HoppingMode,REIndexSHA256,SequenceSHA256,MismatchCount,Status
SRS-117,4,periodic,nonCodebook,2,5,interSlot,7e4bad7b8f9ae2592d6ac49109f5cdf14a256509424a13618fa0fbc2f0fa9122,196a02c13905b235e1316a9cfbf1e710e6eaa8334d5f03fcd1195216936c383c,0,PASS
SRS-118,4,periodic,nonCodebook,4,10,none,8b7cb9e1c58d8d55279da0cf1de544fd106ee753725d2658fec9ccfa1ffe5718,08ed1ef4c612c5c41bd6f9b280715cf6de85d0888612095915b0cb201eac2489,0,PASS
SRS-119,4,periodic,nonCodebook,4,11,intraResource,10d66e317e3cdf19ea4f0c95bb6148abd80ca8a415222b7cf965cc665a716208,6e254703604f10a122fc3ca798c71cf95f065c108b26930c10d7a6f29e55286a,0,PASS
SRS-120,4,periodic,nonCodebook,4,0,interSlot,5c7a01f4e4fad5723a9727483ca5e0296b066b4ac6cfc0a3c3b2aaf7cddc769f,58166cc107b92c6a7737bbecc91e66f0a1782941d0e590dc301169612d813ee7,0,PASS
SRS-121,4,periodic,beamManagement,2,1,none,f7303a1b3637a7471e66dfcb913b95a9d80a632c0de32b5cf68c3ef36c25779e,4f18685fc3b12262dc3af847de7151f3013763a5f7bec87f59980e9352563922,0,PASS
SRS-122,4,periodic,beamManagement,2,2,intraResource,9b133e42cc85195aa798ca0e6b066d8ddfa059dc284139a49d451ffe088e5fd2,2e9631a3e414c92ed1374a566110518cb92b69e37fec2d1976d1c07d9d42b881,0,PASS
SRS-123,4,periodic,beamManagement,2,3,interSlot,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
SRS-124,4,periodic,beamManagement,4,4,none,b7e539d52770c6645de3f82d0c790d1380d3f17277b55f6df552151f70bd8bc9,01214a8e1b88613421d038a2ce437534575f4e28377f4fb6d826ebf9e9ccfc33,0,PASS
SRS-125,4,periodic,beamManagement,4,5,intraResource,363d14d7d680fdc5ca699df90ab397f3c890f0aab50e5af94e1e80950fdfa589,f2ed4032e7586c1651b15e49679b512e113ca36de05cae109476a54130c6fe23,0,PASS
SRS-126,4,periodic,beamManagement,4,6,interSlot,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
SRS-127,4,semiPersistent,codebook,2,7,none,59ec336f01b30d08f6d7f8332ef4d09a9c06b474edea8442347a8c90fcae9656,4d4b867f20bba547cfe1739b0332e0d85e80eacd46c3022f207464a244b040a8,0,PASS
SRS-128,4,semiPersistent,codebook,2,0,intraResource,4bb2496db65fd2f64b1effcb7db4577ef28f2c46509bf1ce022147be3b5283a0,5e3153fa0c7bbfeabe9e52a124c61bbcb210028d590e24f4f46f19fab8cbbf7d,0,PASS
SRS-129,4,semiPersistent,codebook,2,1,interSlot,8b4b9117cc01107c9d09687cf61bcf67cf7573753674eb0853d5105a4caa27e0,b48328dcc207a927c10caa2ff7c0f17d366f293499918f839153f5aca3526b3a,0,PASS
SRS-130,4,semiPersistent,codebook,4,10,none,a33e4d7a0b00c1804510fd3a80063020feaa5c688c9d00c9bb9ef57ccc3dd4a4,49ec3ee020f208feb55d8a2bc54d4ea4ea7122c654b40d95033a73e5356d1c5e,0,PASS
SRS-131,4,semiPersistent,codebook,4,11,intraResource,bf1177aec255df564de1af3282d9cce845f51f153d38e88fee12197943c97b3e,2e2e7a8330542f5f80f10f9170bf5cbabf28569306dc84b96f479883f0e8efc4,0,PASS
SRS-132,4,semiPersistent,codebook,4,0,interSlot,7fbee5695220884674df4ce6b16921acb971d6241b57a14d89d0e22711901988,f2acec6aa9d7626b1eaba4a19eef0930f2baa897c43f19566723b97819597c68,0,PASS
SRS-133,4,semiPersistent,nonCodebook,2,5,none,59ec336f01b30d08f6d7f8332ef4d09a9c06b474edea8442347a8c90fcae9656,ea0471e6f3c5e0e972780a7c08f57ed7e08040f2c4fc9dc899576852256803a6,0,PASS
SRS-134,4,semiPersistent,nonCodebook,2,6,intraResource,5e905c55111e57f2d43e12308ad5a1a0501c414bfc3ecab3fad1fcc66d6e6cb4,3d983b7fdfd4b146ef002cd6bdadf924c25d8df32bd5db6841887e277bca9ea9,0,PASS
SRS-135,4,semiPersistent,nonCodebook,2,7,interSlot,10d420a8e61c87b3695f0625cbcdbc3e10c194641bac7076195562e0130f7994,6677fa54469f9e57afbe039f365d7593dd232a37722fb81c9d3e6a7e93d5981f,0,PASS
SRS-136,4,semiPersistent,nonCodebook,4,4,none,bfc568d4d898e027848b0dfd87e9618f129d121f451d8ea7aae16fc269d2e26b,306e49c24380c9ce08fedc20d81a748c5068076577668431ea9aa1f32292738e,0,PASS
SRS-137,4,semiPersistent,nonCodebook,4,5,intraResource,047185599ba33a8f2fdd5bb465d849fd31647d4ea33bfa832bea8a5b6cba441d,ca544b4e315548e23af2888aacf91292ad8db3592205534b1a5eae580ddf3065,0,PASS
SRS-138,4,semiPersistent,nonCodebook,4,6,interSlot,0e04da8a9913eb1238bed9e0fa73ec1af0c4f1f99b502698823d8c7bbf1c0348,2302cf50af9899d450bb1c31d6910173eb9b7b594fdade940c3310426b3c6057,0,PASS
SRS-139,4,semiPersistent,beamManagement,2,3,none,4b72aea93a7195b292d84fc33671d15cff314b5ca2193173aca78572ccae2f03,d6f72156611cb97c5a63d33e60775c142aca54bb5e2a2f0075120bcab05526cd,0,PASS
SRS-140,4,semiPersistent,beamManagement,2,4,intraResource,1fbd19841dc338f52e39b54ccc1d7270aa0c12a4bbc6bacce92d868d4bcdf522,bad8656afbb74718343db841743bd273349370dcafdefd3e5fbf880134d146bd,0,PASS
SRS-141,4,semiPersistent,beamManagement,2,5,interSlot,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
SRS-142,4,semiPersistent,beamManagement,4,10,none,a33e4d7a0b00c1804510fd3a80063020feaa5c688c9d00c9bb9ef57ccc3dd4a4,31c1e342e3889b73742a086dbd08fa500f89e3c26bada2b6962119d034648589,0,PASS
SRS-143,4,semiPersistent,beamManagement,4,11,intraResource,bf1177aec255df564de1af3282d9cce845f51f153d38e88fee12197943c97b3e,cbd80744bc99707a65af3dcec21e58dd01c15592c1e9be7383948b544d4da087,0,PASS
SRS-144,4,semiPersistent,beamManagement,4,0,interSlot,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
SRS-145,4,aperiodic,codebook,2,1,none,f6afc38ea37bd1bc4e5a87b5f0172fe319a025f5fd142d9123b905dd7c88839f,4bfdcb5e5d4e38ea6619883039c17119bb5380f6270f5feb60a8f0d7fda6e292,0,PASS
SRS-146,4,aperiodic,codebook,2,2,intraResource,e184d419e805d8abd71f9d284be6d3d2940d991f0cf7d77374ec830f06722d88,e5fc324365564de6b74f2dad7d06a336c08ac9485c30e2538dee976b1e735395,0,PASS
SRS-147,4,aperiodic,codebook,2,3,interSlot,8b4b9117cc01107c9d09687cf61bcf67cf7573753674eb0853d5105a4caa27e0,b867b839009749d4ac22a611445370f391d174b3ee740fe589eff5dda9fef346,0,PASS
SRS-148,4,aperiodic,codebook,4,4,none,a65de69b70db5588d64aca7ea66805e38e844566b62179fd5961b6b16c1a919e,9bcd5179531195e7682c0b109adc0311975e85f22410f3def24537c5fcae5030,0,PASS
SRS-149,4,aperiodic,codebook,4,5,intraResource,d5ad4d86b50bd059359c9b95eaf64fecce0854b7133b0e947eb3630694f90edc,78abc02fb2e169933e85312f2fc16e16ce2fa1a57981533c2a7820a9d69baa39,0,PASS
SRS-150,4,aperiodic,codebook,4,6,interSlot,0e04da8a9913eb1238bed9e0fa73ec1af0c4f1f99b502698823d8c7bbf1c0348,29a8fffad6544a58360103fecc51ce0cf550450710bb1dc85c2255f20842110d,0,PASS
SRS-151,4,aperiodic,nonCodebook,2,7,none,59ec336f01b30d08f6d7f8332ef4d09a9c06b474edea8442347a8c90fcae9656,c97cc3316a10717a2e63fe24eded98e3d8ea18fb1852fb1a7f42c73e4acaf455,0,PASS
SRS-152,4,aperiodic,nonCodebook,2,0,intraResource,6abb7fb2ff1f786dd9ec9205c81255acbd193957afffd96204028a3983646eaf,620df5078b4bde80a938a8ba58c064e1e361d100a64f025cf72152023abffa62,0,PASS
SRS-153,4,aperiodic,nonCodebook,2,1,interSlot,727ce57b5effeb5eef025b8c7250495a52c9ee0097e2ea376cc70f03de8bfe72,a664e2630129b2c428d3caebd1d83a0d49b6dba1fa29e4fbf8a2e8bf793fc172,0,PASS
SRS-154,4,aperiodic,nonCodebook,4,10,none,013383a5d8506e625c97b94f9ecbd21fefbe6637cfeb3dde701203120989fb92,f3d22199d6392efae4f268673d0d8c346df2dec7ec2ee14f276d3edbc36a5177,0,PASS
SRS-155,4,aperiodic,nonCodebook,4,11,intraResource,bf1177aec255df564de1af3282d9cce845f51f153d38e88fee12197943c97b3e,c1c643c9ffc4bbffee4e8882ae6a9fbd68c590d9a3dbc3f3a101171be042c41b,0,PASS
SRS-156,4,aperiodic,nonCodebook,4,0,interSlot,c315a2ab56cb0b6781c4cbfc8373f2c408ebda44da88ef8d183c7c5afaeeeca9,c9ff3950260d31e742521585985a1d34684e06ede1b7b39afd452211a319e5ae,0,PASS
SRS-157,4,aperiodic,beamManagement,2,5,none,57e9c4e3fb035d658ed0f0ace037c55a0874faa27f970b4e49095d7cb8bd93d1,56e1e3da7714dbe82e017371e1682842c1d8c0d421cb29b53678d73859ed481e,0,PASS
SRS-158,4,aperiodic,beamManagement,2,6,intraResource,69258cbd826444081d13277eb8c626cf5659d303fe0bef2c61f33d21b9245768,ed666312fd8bb17d3eed6aa7f1daced52d465a2f765c1b0e4df939531fc3ec3e,0,PASS
SRS-159,4,aperiodic,beamManagement,2,7,interSlot,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
SRS-160,4,aperiodic,beamManagement,4,4,none,4292053134c7833b84c509f1cc91fc9edea1811859946d594766daa850b75a85,673b4f5791e6e8384081f7ebc0efa5bd96c4c3a8fc958ba58bde32dc79479fec,0,PASS
SRS-161,4,aperiodic,beamManagement,4,5,intraResource,304dc422e117aa88e2ec1c69123fdfcf32e446c7845b06bc78a690ad6a8a528e,0e6965bf3900e756b7b2e845697fac7a91bd3f127c773ffded0579e09deffa92,0,PASS
SRS-162,4,aperiodic,beamManagement,4,6,interSlot,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS
