CaseID,Row,Ports,Density,CDMType,ResourceType,TriggerType,REIndexSHA256,SequenceSHA256,MismatchCount,Status,ActualDisposition,ActualError,WaveformGenerated
CSIRS-093,6,8,one,cdm4-FD2-TD2,NZP,semiPersistent,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-094,6,8,one,cdm4-FD2-TD2,NZP,semiPersistent,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-095,6,8,one,cdm4-FD2-TD2,NZP,aperiodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-096,6,8,one,cdm4-FD2-TD2,NZP,aperiodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-097,6,8,one,cdm4-FD2-TD2,ZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-098,6,8,one,cdm4-FD2-TD2,ZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-099,6,8,one,cdm4-FD2-TD2,ZP,semiPersistent,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-100,6,8,one,cdm4-FD2-TD2,ZP,semiPersistent,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-101,6,8,one,cdm4-FD2-TD2,ZP,aperiodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-102,6,8,one,cdm4-FD2-TD2,ZP,aperiodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-103,6,8,one,cdm4-FD2-TD2,CSI-IM_ASSOCIATED,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-104,6,8,one,cdm4-FD2-TD2,CSI-IM_ASSOCIATED,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-105,6,8,one,cdm4-FD2-TD2,CSI-IM_ASSOCIATED,semiPersistent,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-106,6,8,one,cdm4-FD2-TD2,CSI-IM_ASSOCIATED,semiPersistent,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-107,6,8,one,cdm4-FD2-TD2,CSI-IM_ASSOCIATED,aperiodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-108,6,8,one,cdm4-FD2-TD2,CSI-IM_ASSOCIATED,aperiodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-109,0,1,one,invalid,NZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-110,19,1,one,invalid,NZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-111,1,3,three,invalid,NZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-112,3,2,two,invalid,NZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-113,4,4,one,invalid,NZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
CSIRS-114,6,8,one,invalid,NZP,periodic,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,PASS,REJECT,RSLA:InvalidCSIRSConfiguration,false
