Occasion,AbsoluteSlot0,StartSample,EndSampleExclusive,IQFirstRow,IQRowCount,ReceiveBranches,HARQBits,SignalPresent,Detected,FalseACKBits,DetectionMetric,DetectionThreshold,DetectionThresholdSource,NoiseStreamSeed,InjectedSampleNoiseVariance,ConfiguredReferenceEsN0_dB,RFAppliedStageCount,TimingSource,Source,ReceiverImplementation,ReceptionAssignmentDigest,ReceiverContextDigest,IQSHA256
107,534,4101120,4108800,814081,7680,2,2,0,0,0,0.308008050456879,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,d1645a6d57bd0ae7992b600272ad5146790b9906e89e8fca59734322914b65ea,97631bc3f4b2049631896c48223e75e9cd15c10051024d0cc6d97fe31221d362,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
108,539,4139520,4147200,821761,7680,2,1,0,0,0,0.254654593898801,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,47e29d4f67d84ab479a85ba9a19ed72587f56a0a3da06c1f6e9c0f664cd98446,02ee45408ab6c175b06e215d266b01107971bd0cba010e14d56a7ac64bfef938,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
108,539,4139520,4147200,821761,7680,2,2,0,0,0,0.311871012882128,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,3d234d89c7a21801069d10e09a6bfbae71c3adc3a5c23380744445d540c31f0a,09977a50dc91145252eb98f1c550fd2d1a7ba62fdadd3edd3334ebdaea9fbe7c,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
109,544,4177920,4185600,829441,7680,2,1,0,0,0,0.258736372084881,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,d443aa73ccb893b15c9854bc36ea8f96c602731ddb203294d05b781e668cb9e9,bbefbfccbdd2e216c5304d646e6325a5f18293e379a6edf644277196fc219125,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
109,544,4177920,4185600,829441,7680,2,2,0,0,0,0.258736372084881,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,9c904223c5a1aeddb0cde77e0be1bb0022e3b18d8e83b6c91cd14e31aa564565,d33769ffd83605734532ca40721ed5a2ab8e9d12e475fcada67e4e3061a7917e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
110,549,4216320,4224000,837121,7680,2,1,0,0,0,0.335125503998585,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,118ef28a17ea307550b6d828abc05e9f9903237817f2b100df6b89a748e48ada,f2609016e6b51c4443b9b4125fda950d764f05bf7e3d96b3dd8062317b4c1da4,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
110,549,4216320,4224000,837121,7680,2,2,0,0,0,0.335125503998585,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,614212df0984a0526590d75b72b8842f5c6e6af45d92b141761e15477f079dd7,1dcbccb1cf132d01d05fea5a8f20675dff56c4af86c6b5409cdf815f7798976d,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
111,554,4254720,4262400,844801,7680,2,1,0,0,0,0.251941589997454,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,7b01f3be2bcc6d667d5daff18ed14d824dc4396918c66da81ab4019279b4e32d,4fc5f8e91db9719b021010fa6bf1d6b62b8bb7bc969c5879ced0c224fe8332bb,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
111,554,4254720,4262400,844801,7680,2,2,0,0,0,0.346326734022205,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,fadf5fe35d30689faa0e1f6a484e7bf9d1cefb088d96bb5397db84e58b591724,b3bbc7290e519272f63d85d43ba860764e9a7e974916969b76911c59df22938d,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
112,559,4293120,4300800,852481,7680,2,1,0,0,0,0.409496100321266,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,4cc8cd8e38cc70296736319e7be797007dd9a1a25f860359641048c71cbfa7b9,e4b1ded39284a70e51ab409c99515c2a71451007971530b45cb95c6a29de8b88,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
112,559,4293120,4300800,852481,7680,2,2,0,0,0,0.409496100321266,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,e7ea0025d8f0a25f2be5d84c5c7d4a1a68f1c274f359703d674c2a103b771971,e99caf50437feb6cc6fe5617eb6ab6975593b10d568897fb221c8411017f11a7,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
113,564,4331520,4339200,860161,7680,2,1,0,0,0,0.262797007856823,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,bc32557e0af648ea8f7f82e1a7b6a54115f18a343f1e5838affa119d97ae0511,5239ba85c63b5b28646655eccb817b9a93ab5b6995662e24fa9d2a6da429a938,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
113,564,4331520,4339200,860161,7680,2,2,0,0,0,0.282639903637355,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,463a2a1599bfddd6a09c23c97b7344fec205f21dffad7321821b8435da0184d2,870b31375121f4aa0b0285a9aea3210a9244b79eb9518f863b6f8928dc65b39e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
114,569,4369920,4377600,867841,7680,2,1,0,0,0,0.330283271973472,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,afd7537d5191928227aa35efec3db1e5ad85a047a36f7963648b364889442672,3a3ba946a13e9259d7554394fd751c2117941a19655ad26225a380822559d6df,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
114,569,4369920,4377600,867841,7680,2,2,0,0,0,0.330283271973472,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,199cf875390ced3654571e6c7428c26e65552b6006b24326b0cbc1d3664277b4,2753d5293199a1ed014d4f6e8b3af93b0a3821440044cc1f6f85d1a0c8a47c24,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
115,574,4408320,4416000,875521,7680,2,1,0,0,0,0.290065330287027,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,2f289c1f84299471fd241916a385cbd7695312500fb614c9bf616001ff46fb54,9b783702e5d215c70ebec53acf9b3b1bc7f13c581bd488a75f17f45d97742931,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
115,574,4408320,4416000,875521,7680,2,2,0,0,0,0.290065330287027,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,199fde71f7a1a1ee3f2ea3c72d48b4d91e12ead026f773a6eddf988479f99119,9df750210fb4ae9e66ece94befacb343cb2a2c934856b8e21d904ecfd3556bae,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
116,579,4446720,4454400,883201,7680,2,1,0,0,0,0.309527655451091,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,57591e2e4305ade68d22be610d358f577e7bd86492b5bd83e88b0c196fa33cb6,6a6361e5220fca30f08e3b6b26fb311169da8351d98232f5c621a2c6c9947a4f,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
116,579,4446720,4454400,883201,7680,2,2,0,0,0,0.33520577640151,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,36601b941a77a894a2c22866a7c94a1066723194047577b02e9a2e6034ced6f8,0319d890ae7c4b840a03c9f2241b11303e0c39aa41c7499228658a73aa3e33b2,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
117,584,4485120,4492800,890881,7680,2,1,0,0,0,0.319463779667766,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,9efc41697ae6fbf283336377ee33cdfe60e5379fd75b446ec7d8befe97d4fb7e,ef6cdbb1eb7144c6ca0c1119770bf45519d5850dcf33c68730c1f86b64a7771a,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
117,584,4485120,4492800,890881,7680,2,2,0,0,0,0.319463779667766,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,b78a6e5d7368fb25d5d2a067d810e22bdf29eaa74465bdf9dc8590341792f989,33d1a9136a6e5bae0a678182b7acf3aaa25e9ca5effd968584b930051e01dc9e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
118,589,4523520,4531200,898561,7680,2,1,0,0,0,0.30335730444999,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,f8bd1f6e338300334befe47abb31ac9169d36d9eb02edbb31a2702e40dd46520,9a9f8ee80a7b8aeb78b4fca17a64c58b672e10bd855e22ce767e33d455ba6873,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
118,589,4523520,4531200,898561,7680,2,2,0,0,0,0.30335730444999,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,35b841a5d522b9c3a5cba725a200fc3f04ecf4b0319877a9a7f9cef7e14102de,c0f03871bbda09a8a01dc0ddf99fefe429f07d399a4c8c938070fb57a7c6da9c,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
119,594,4561920,4569600,906241,7680,2,1,0,0,0,0.22032286952006,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,d8a8a7f5ef476ff604d99397d10af5c8677f0fd05f41b22a958407a02425a2d4,784b2364783b04c8a2f3f3d26df7c5983c0acce195e00ba22d94ee1c8cc4e9bd,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
119,594,4561920,4569600,906241,7680,2,2,0,0,0,0.334638631238158,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,37abfa50e3323148674977de2644e440c5e9b6848f98189c101d340c43aa1bbc,a16bb096323aea4c6d029630ebbc1617f5bb84bf3473895d68eae2636136c4c4,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
120,599,4600320,4608000,913921,7680,2,1,0,0,0,0.286648709969991,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,dbd28533a28975e94612468ac6979a7756ac3a8c152004518244ce6caa8e2a59,c6a811d0282ac29324bc3cb323ba49d34667e0822802b6e5294acc1bd18f8e36,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
120,599,4600320,4608000,913921,7680,2,2,0,0,0,0.340648123460971,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,73f12b0663a1e902cf14d5561b54f5ea44d7e619397bc7f999146dfe9320cefe,193dbd1fd89febe286c22a3bd94f5c9bd397fb4d00b5b3830145204e324b8fe6,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
121,604,4638720,4646400,921601,7680,2,1,0,0,0,0.29587698600062,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,0cd88e2d24c0a78b41b35b85373cb60b30a7702aa9224d55bd6a6f4653fde577,6d2d4714f1eeb16ebe4120636017755e0125e68c7800e5b6b656736c03992658,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
121,604,4638720,4646400,921601,7680,2,2,0,0,0,0.29587698600062,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,c822686b773b6055e3f6b9a1b4d5a8f465d4a6aa7e47806f5a4c527159c44e39,2aea4815e5c254811361e2366411c6ad0a4b8d129ec0cc57f050996ecad88060,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
122,609,4677120,4684800,929281,7680,2,1,0,0,0,0.299286341941667,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,a40636d96af0634f4a8126a77e779689e86840e60d16600c306e8f3e77c9f09c,5a6eef2cfef1252f780adc89bfc1e85a5673e75fe1e7be8a456bccfd29ffe662,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
122,609,4677120,4684800,929281,7680,2,2,0,0,0,0.333780153492586,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,e3e165464f3214a1a9a39231cdb37d6fc398bb8b6da1e4328e9fdcd12ba1a2d7,d8ef81ee08acfaf5440b5d47de7d72d3eb2f57cb16250ff3bffe2141a9fb3d83,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
123,614,4715520,4723200,936961,7680,2,1,0,0,0,0.279306065486537,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,891abf21a5dbc1fdf77758742f5d91d67fefc11bf5b4f4fed72d0f0e53b3f07a,44876e074eaa82aed8e194e33ee86506a4b92fc0c7eccabfdb5140a13e723761,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
123,614,4715520,4723200,936961,7680,2,2,0,0,0,0.279306065486537,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,c61d92aa56c6d409014f974e791894032d31ce9fcb7799c25f67b88d76b801b3,25c15cfdb43e5b97e992239bd22c9e064477fd9ee2f34e4ff85c6b69f20f44ef,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
124,619,4753920,4761600,944641,7680,2,1,0,0,0,0.388559622174788,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,86c8157c3f68fd0bcc23cb53a9dad48bcd7dbf13f6cb610f48fa1af65a94c0c9,e9e0ee3bc6f561e26dc968b366716455ce175657e4e87ae8135c8831c79cf18f,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
124,619,4753920,4761600,944641,7680,2,2,0,0,0,0.388559622174788,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,144ab1960830777279c1119430abb4dbe47cf229e57d60ae3307606e34cc448d,5018f8e2b2a538a45d8401809145961739c5e0726b901637fa7213536cf74574,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
125,624,4792320,4800000,952321,7680,2,1,0,0,0,0.307328501330382,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,74f052e046752aa8828ee7498ea9ebb479a05f5eeefdf42ed231e3e79e266b36,530e3b392f0ca2fdbc5a7a41753d368ee4f9c0a717493279d881198dc702c595,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
125,624,4792320,4800000,952321,7680,2,2,0,0,0,0.315959799695895,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1add2560ad1c461c0422fc9a74536e666efa7284917ba3c5bef1f7444192d3d6,62a25dfc64b57829550e11d4c64f82070007d1f9037a930e1f71f897624e5bf6,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
126,629,4830720,4838400,960001,7680,2,1,0,0,0,0.226938821762168,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,362398ad5455485ccbcc082bdd6c1c6c0d62f2855f3a3241c5f26620a662443d,fbcec6cef11a0c2b2846f3528549387ed507edf62f9b2ffe5669004f125496e2,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
126,629,4830720,4838400,960001,7680,2,2,0,0,0,0.300647548203681,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1874617bef6229b761fa67438c5a103a4b39db8d25f5389c639685c5ebe31182,321060766f4e57bb936bde9135851cf3087f971bf4c9a814d507e91735d2e8e2,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
127,634,4869120,4876800,967681,7680,2,1,0,0,0,0.389759865008714,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,920116e59e596583691056a644fd1dc302d16c8462d1a7dd1712871f9ecd2cc1,958d1508aaa7cd6b36373769511425e351d410cde165d1e08ba1475aac166d13,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
127,634,4869120,4876800,967681,7680,2,2,0,0,0,0.389759865008714,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,42987e523e031691624847127b9b5786edb3833ee917639a4a59e8e11d1d112a,cfdb20e05ea5ac8a0e0b556b5c14be8ee53dcb0d041ec2c6e6f882472b158dad,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
128,639,4907520,4915200,975361,7680,2,1,0,0,0,0.375833325237858,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,4be8cf94a599ebe1614bc866fdc49af8dc32adb9c196f71bbcc623049b200534,6dbe9cced5148fabedf62911a443db06049ba46b916dbe36d43d35104b45a2fe,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
128,639,4907520,4915200,975361,7680,2,2,0,0,0,0.375833325237858,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,9f72363056b98741bfc6c3ff37787bb1a834ef937923fb71997e25ff7a13fac8,a23dd67ea39073d204e3b2af0bbe4c1689f4a1014ec328a2a2c49a09f266c35a,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
129,644,4945920,4953600,983041,7680,2,1,0,0,0,0.305161460027015,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,6d2ab1e13e2e85986a5229f6ba6d693468402d9108f9e6c4df37d5c5eb8a3752,25c558181c98700b4570b84c36592d6ecb022f47eab3b46922efd3333ee8b7ed,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
129,644,4945920,4953600,983041,7680,2,2,0,0,0,0.305161460027015,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,26afe7a9e6c6bcc4a3e2494ef1f48727bb38af6f5758c4665b4d42a5d510f60e,2d325b38115513fe266a64338289a7a4c349485fd6b5b47ccb9cb863b03d7a42,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
130,649,4984320,4992000,990721,7680,2,1,0,0,0,0.186875994984872,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,4de897f1cdc2efdedc0eb3978f5bd868987337c69055fb92771e5ea7b5ca4b13,767f176e0f8e06eafc726729de00736c86def270ff6ac6ccadb1ffcc1ca53cbf,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
130,649,4984320,4992000,990721,7680,2,2,0,0,0,0.332430911051001,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1ceac44800df052a6cb9e4566d1c19c837005b08497a3b2e99de09b3c9842eba,c01c2bfb630316a89c15ccb6ee3cb717abc5518481e69911ef6d017cea79aa2e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
131,654,5022720,5030400,998401,7680,2,1,0,0,0,0.277069505807192,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,31ecaddadb53eceeb5878d12030f4af0bc49d879ba8cb293ff52e82744e72d85,7ed999ebe55bcaa86ab1a05f0f19dbe414b7657291199b780f52a444bdd7f4c8,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
131,654,5022720,5030400,998401,7680,2,2,0,0,0,0.370581702403387,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,60fc953238777020b45e87f792379b4f593f4091173f8828607366e01d3650f3,357e85585988e71c678fcbfd9894914b4b08c3486645d20f3f04b47881112a97,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
132,659,5061120,5068800,1006081,7680,2,1,0,0,0,0.313808579535356,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,65ecf5603dd8476e142b9db284e0279b77334acc1fca5ce005285f797c09cd3c,0dfc1b2db283defc9fd051dc54a8877ba3470c81e0fbbebf63a7cfd89a7118c5,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
132,659,5061120,5068800,1006081,7680,2,2,0,0,0,0.313808579535356,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,3686235c800d467c78b613f3556501fca21bcd2aaf7b6be265f0dae5332991d7,5c9571ea6b9c854b57dcc79a40a2f9a952355d063057f679e33bab6df26b61ce,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
