UEIndex,RNTI,Direction,SNR_dB,Frame,Slot,MCS,PRBs,Layers,ConfiguredLayers,ConfiguredTxAntennas,ConfiguredRxAntennas,ReceiverHestSINR_dB,WidebandCQI,RankIndicator,PMI,ChannelGain_dB,ConditionNumber_dB,RankEstimate,NumRxAntennas,NumTxPorts,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,ExecutionModel,Status,BeamSweepEnabled,BeamCount
10,10,"DL",12,8,8,26,34,2,2,64,4,28.3131344544847,15,2,2,-123.8191625012,19.8090599359226,2,4,2,2,4,0,0,32,-128.334282161351,-128.210297231892,0.123984929459084,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
50,50,"DL",12,8,8,26,34,2,2,64,4,15.3578823007732,11,1,2,-139.75873586528,18.9914871802605,2,4,2,2,3,0,1,32,-141.188967866056,-141.177715444497,0.0112524215587939,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","21|22","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,20,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
6,6,"DL",12,8,8,24,34,1,1,64,4,-18.61164043658,0,1,0,-169.574431745039,0,1,4,1,1,1,1,1,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","29","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,28,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
4,4,"DL",12,8,8,0,34,2,2,64,4,33.0364396880755,15,2,0,-111.658802054772,26.7873678019665,1,4,2,2,2,1,1,32,-114.079524441506,-114.079524441506,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
29,29,"DL",12,8,8,0,34,2,2,64,4,29.1055189614033,15,2,28,-124.221834090722,40.1046911159791,1,4,2,1,29,0,0,32,-126.971462568911,-126.902225897661,0.0692366712498114,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","25|26","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,24,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
35,35,"DL",12,8,8,0,34,2,2,64,4,23.9338471714292,15,2,1,-130.098737845532,27.0202781132944,1,4,2,2,2,1,1,32,-132.599387572572,-132.599387572572,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
41,41,"DL",12,8,8,0,34,2,2,64,4,8.07097010383061,7,1,4,-144.935930177782,11.7588699827383,2,4,2,2,5,0,0,32,-148.772475303761,-148.46462764144,0.30784766232145,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
45,45,"DL",12,8,8,0,34,2,2,64,4,1.13802712042025,3,1,3,-152.751307468713,35.316871589602,1,4,2,2,4,0,0,32,-155.546969824773,-155.39757062485,0.149399199923351,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
2,2,"DL",12,8,8,26,27,2,2,64,4,34.4168015804423,15,2,31,-105.420460735153,36.6240115641312,1,4,2,1,32,0,1,32,-109.151324392381,-109.150808331605,0.00051606077599331,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","8|9","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,7,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
18,18,"DL",12,8,8,26,27,1,1,64,4,8.62236026799955,7,1,0,-143.340208745772,0,1,4,1,1,1,1,1,32,-147.913237477271,-147.913237477271,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
34,34,"DL",12,8,8,26,27,2,2,64,4,35.6434050277309,15,2,9,-74.6457391060075,40.0489144744037,1,4,2,2,11,0,0,32,-78.6416368905827,-78.1646889013005,0.476947989282223,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","9|10","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,8,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
12,12,"DL",12,8,8,0,27,2,2,64,4,58.5222857008864,15,2,28,-94.5585170800922,36.9529521918322,1,4,2,1,29,0,0,32,-98.1301781521235,-98.0113781763865,0.118799975737048,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
13,13,"DL",12,8,8,0,27,2,2,64,4,25.0546774800957,15,1,2,-126.805031715936,28.4075017779593,1,4,2,2,3,0,0,32,-131.522383955942,-131.480920265174,0.0414636907673298,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
15,15,"DL",12,8,8,0,27,2,2,64,4,31.2039367802451,15,1,2,-123.463879435551,36.6650861246787,1,4,2,2,3,0,1,32,-125.371361001089,-125.331660965025,0.0397000360642608,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","11|12","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,10,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
16,16,"DL",12,8,8,0,27,2,2,64,4,9.27321122107807,7,2,14,-143.820962267599,12.6366140173308,2,4,2,2,15,0,0,32,-151.958488199501,-147.259914389819,4.69857380968193,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
23,23,"DL",12,8,8,0,27,2,2,64,4,47.5064767971533,15,2,26,-105.525396785955,40.0016835758242,1,4,2,1,28,0,0,32,-109.231794204982,-109.027259542895,0.204534662087639,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
24,24,"DL",12,8,8,0,27,2,2,64,4,18.1184000734049,12,1,2,-135.127281506865,33.8596368219232,1,4,2,2,3,0,0,32,-138.462435078728,-138.417197671865,0.0452374068628671,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
33,33,"DL",12,8,8,0,27,2,2,64,4,11.5225866566678,9,1,25,-141.565195165664,37.0093387914081,1,4,2,1,26,0,0,32,-145.40166704958,-145.013011088602,0.388655960977758,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","25|26","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,24,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
22,22,"DL",12,8,8,26,30,2,2,64,4,42.3493042024506,15,2,27,-110.047824099195,8.43855042166834,2,4,2,1,28,0,0,32,-114.56368801406,-114.180726908293,0.38296110576708,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
38,38,"DL",12,8,8,26,30,1,1,64,4,8.60050118043371,7,1,0,-140.314972849034,0,1,4,1,1,1,1,1,32,-147.935096564837,-147.935096564837,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
42,42,"DL",12,8,8,26,30,2,2,64,4,17.6630132630669,12,2,19,-133.775753832885,16.5820926967928,2,4,2,1,20,0,0,32,-140.722511787659,-138.872213669476,1.85029811818291,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","10|11","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,9,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
20,20,"DL",12,8,8,0,30,2,2,64,4,-0.783800105276442,2,1,2,-156.336215908509,22.6281375792022,1,4,2,2,3,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","21|22","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,20,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
32,32,"DL",12,8,8,0,30,2,2,64,4,20.9666120127305,14,2,25,-132.163649370595,33.9445636540439,1,4,2,1,27,0,0,32,-135.616774013637,-135.56841284845,0.0483611651861793,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
37,37,"DL",12,8,8,0,30,2,2,64,4,13.8444455766087,10,2,11,-138.161142536765,17.0919975678553,2,4,2,2,13,0,0,32,-146.980239407997,-142.690848503809,4.28939090418791,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
40,40,"DL",12,8,8,0,30,2,2,64,4,19.3316625592677,13,1,3,-134.191782933307,45.0051874641354,1,4,2,2,4,0,0,32,-137.232166099382,-137.203935186003,0.0282309133793603,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","24|25","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,23,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
44,44,"DL",12,8,8,0,30,2,2,64,4,26.9056625726813,15,1,11,-125.932683949446,52.7052468367046,1,4,2,2,12,0,0,32,-129.510666096576,-129.129426123525,0.381239973050413,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
49,49,"DL",12,8,8,0,30,2,2,64,4,14.808058026323,11,2,22,-136.672934674705,17.8340722728894,2,4,2,1,24,0,0,32,-140.306183512784,-139.713944560684,0.592238952099507,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","12|13","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,11,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
30,30,"DL",12,8,8,26,21,2,2,64,4,29.6781182938734,15,2,10,-119.198790983931,19.8837211552439,2,4,2,2,11,0,0,32,-124.407975554841,-124.089403157955,0.318572396885912,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","16|17","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,15,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
46,46,"DL",12,8,8,26,21,2,2,64,4,13.5160503236103,10,1,1,-139.593214939087,24.3147404544908,1,4,2,2,2,1,1,32,-143.01954742166,-143.01954742166,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","5|6","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,4,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
1,1,"DL",12,8,8,0,21,2,2,64,4,25.782219392879,15,2,26,-124.44283917469,18.5348280127428,2,4,2,1,28,0,0,32,-130.799982507528,-130.75296437863,0.0470181288977471,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
8,8,"DL",12,8,8,0,21,2,2,64,4,3.04299431372846,4,1,3,-139.598805407062,28.1163452001322,1,4,2,2,4,0,0,32,-144.453382704718,-144.438057990054,0.015324714664473,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
11,11,"DL",12,8,8,0,21,2,2,64,4,2.77205255545033,4,1,30,-148.026565173841,14.0710749018238,2,4,2,1,31,0,0,32,-153.87442155661,-153.76354518982,0.110876366789995,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
17,17,"DL",12,8,8,0,21,2,2,64,4,7.76519282442061,7,1,13,-140.194571512177,30.56830925165,1,4,2,2,14,0,0,32,-145.61228982522,-144.643861443442,0.968428381777784,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","16|17","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,15,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
21,21,"DL",12,8,8,0,21,2,2,64,4,17.66227546505,12,1,0,-135.109729424732,24.0105191535517,1,4,2,1,1,1,1,32,-138.87332228022,-138.87332228022,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
25,25,"DL",12,8,8,0,21,2,2,64,4,14.3435217974046,10,2,4,-135.833501031397,16.3956304143691,2,4,2,2,6,0,0,32,-142.337765982099,-142.191960077573,0.14580590452573,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
28,28,"DL",12,8,8,0,21,2,2,64,4,10.5800209339117,8,2,2,-139.761316648384,11.4873469113529,2,4,2,2,3,0,0,32,-146.009771099885,-145.950258208387,0.0595128914978318,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
31,31,"DL",12,8,8,0,21,2,2,64,4,-1.42402321682561,2,1,2,-155.278125874285,22.6193893967018,1,4,2,2,3,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","30|31","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,29,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
36,36,"DL",12,8,8,0,21,2,2,64,4,31.657858494691,15,1,2,-121.4278305301,37.9976908881876,1,4,2,2,3,0,1,32,-124.894069311975,-124.877739250579,0.0163300613961468,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
39,39,"DL",12,8,8,0,21,2,2,64,4,34.0739334588204,15,2,14,-114.586288892202,7.72241269356736,2,4,2,2,16,0,0,32,-123.631193523039,-122.457070724055,1.17412279898434,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
48,48,"DL",12,8,8,0,21,2,2,64,4,1.95521186448808,3,1,3,-130.299061763108,28.8457791317653,1,4,2,2,4,0,0,32,-133.819519707729,-133.64979288584,0.169726821888304,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","31|32","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,30,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
3,3,"DL",12,9,9,26,15,2,2,64,4,48.7242436905469,15,2,4,-95.2672018166768,29.6507024388797,1,4,2,2,6,0,0,32,-101.581843559487,-101.485217538292,0.0966260211948509,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","9|10","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,8,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
26,26,"DL",12,9,9,26,15,1,1,64,4,32.7243862790248,15,1,0,-117.33587650602,0,1,4,1,1,1,1,1,32,-123.686798866117,-123.686798866117,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
43,43,"DL",12,9,9,26,15,2,2,64,4,30.0483674973114,15,2,14,-120.953836546827,19.4607053150344,2,4,2,2,15,0,0,32,-128.319880169547,-126.48507541929,1.83480475025695,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","16|17","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,15,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
47,47,"DL",12,9,9,26,15,2,2,64,4,17.6540048999484,12,2,9,-132.975695294896,17.9577204063062,2,4,2,2,11,0,0,32,-139.75987415736,-138.87931141157,0.880562745790144,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
19,19,"DL",12,9,9,22,15,1,1,64,4,5.49783261894108,5,1,0,-144.241863304088,0,1,4,1,1,1,1,1,32,-151.037765126329,-151.037765126329,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
14,14,"DL",12,9,9,15,15,1,1,64,4,26.1468200163299,15,1,0,-91.3154365231206,0,1,4,1,1,1,1,1,32,-97.6617788874385,-97.6617788874385,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
5,5,"DL",12,9,9,0,15,2,2,64,4,36.5963604376676,15,2,29,-114.569011075259,26.4619430589242,1,4,2,1,31,0,0,32,-120.051029919085,-119.93203749181,0.118992427274762,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
9,9,"DL",12,9,9,0,15,2,2,64,4,-13.0724844460356,0,1,10,-163.709388628461,17.2744727301958,2,4,2,2,11,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
40,40,"DL",12,9,9,0,15,2,2,64,4,28.7819452153272,15,2,2,-119.727833023504,21.3335873831575,1,4,2,2,3,0,0,32,-125.284320164525,-125.235818122401,0.0485020421237436,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
10,10,"DL",12,9,9,26,17,2,2,64,4,18.4533637435555,13,2,2,-132.258082375991,12.0968743515184,2,4,2,2,4,0,0,32,-138.152907933616,-138.080504722045,0.0724032115716966,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
35,35,"DL",12,9,9,26,17,2,2,64,4,8.95588452120266,7,2,1,-141.219665408456,4.81003970041359,2,4,2,2,2,1,1,32,-147.579486106503,-147.579486106503,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
50,50,"DL",12,9,9,20,17,1,1,64,4,30.0183583220703,15,1,0,-119.613370826923,0,1,4,1,1,1,1,1,32,-126.5172394232,-126.5172394232,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
4,4,"DL",12,9,9,0,17,2,2,64,4,28.7956228769366,15,2,0,-119.484506578768,27.8601026843645,1,4,2,1,1,1,1,32,-124.71353260919,-124.71353260919,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
6,6,"DL",12,9,9,0,17,1,1,64,4,30.8872337659992,15,1,0,-115.732771242336,0,1,4,1,1,1,1,1,32,-121.523700717742,-121.523700717742,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
29,29,"DL",12,9,9,0,17,2,2,64,4,15.7494789334243,11,1,2,-135.98900526284,19.373797402148,2,4,2,2,3,0,1,32,-140.800411972044,-140.786118811846,0.0142931601981786,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","29|30","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,28,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
41,41,"DL",12,9,9,0,17,2,2,64,4,9.256368965635,7,2,1,-143.323047454797,12.6387359937705,2,4,2,2,3,0,1,32,-147.28001641554,-147.278441286551,0.0015751289889181,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","5|6","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,4,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
45,45,"DL",12,9,9,0,17,2,2,64,4,7.64302494914664,7,1,2,-144.448194369534,23.2581166965855,1,4,2,2,3,0,1,32,-148.933738256956,-148.892572796124,0.0411654608327297,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
2,2,"DL",12,9,9,26,15,2,2,64,4,4.77684448544831,5,1,31,-145.957814712371,29.1475167712078,1,4,2,1,32,0,0,32,-151.772300289983,-151.758753259822,0.0135470301611065,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
15,15,"DL",12,9,9,26,15,1,1,64,4,5.4469777116107,5,1,0,-141.765087772723,0,1,4,1,1,1,1,1,32,-151.08862003366,-151.08862003366,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
23,23,"DL",12,9,9,26,15,2,2,64,4,4.99272781717576,5,1,1,-145.691416675995,14.3982554452784,2,4,2,2,2,1,1,32,-151.542869928094,-151.542869928094,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
18,18,"DL",12,9,9,11,15,1,1,64,4,41.5696431055396,15,1,0,-107.143000780356,0,1,4,1,1,1,1,1,32,-113.471433553256,-113.471433553256,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
12,12,"DL",12,9,9,0,15,2,2,64,4,4.08802937002009,4,1,1,-147.374946411112,26.8230967971161,1,4,2,2,2,1,1,32,-152.44756837525,-152.44756837525,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","29|30","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,28,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
13,13,"DL",12,9,9,0,15,2,2,64,4,5.70341952258054,5,1,31,-144.592363130036,12.1000944820581,2,4,2,1,32,0,1,32,-150.848354029611,-150.83217822269,0.0161758069210975,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
