CaseID,SNRdB,ChannelModel,Rank,Codeword,Layer,DataRECount,LLRCount,RateRecoveredBitCount,MeasuredSINRdB,EVMPercent,BER,BLER,TBCRCOK,ChannelEstimateNMSEdB,LDPCIterations,Status
NN-36,120,AWGN,8,1,5,564,4512,500,156.53559774527,4.15190345736164e-14,0,0,1,-315.095110390286,1,PASS
NN-36,120,AWGN,8,1,6,564,4512,500,156.53559774527,4.15190345736164e-14,0,0,1,-315.095110390286,1,PASS
NN-36,120,AWGN,8,1,7,564,4512,500,156.53559774527,4.15190345736164e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,0,0,564,9024,500,156.523259825554,4.88872168734519e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,0,1,564,9024,500,156.486034356336,4.88872168734519e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,0,2,564,9024,500,156.608898132034,4.88872168734519e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,0,3,564,9024,500,156.486034356336,4.88872168734519e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,1,4,564,9024,500,156.461038921474,4.34232924393717e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,1,5,564,9024,500,156.541753585874,4.34232924393717e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,1,6,564,9024,500,156.423273945952,4.34232924393717e-14,0,0,1,-315.095110390286,1,PASS
NN-37,120,AWGN,8,1,7,564,9024,500,156.722484718731,4.34232924393717e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,0,0,564,13536,500,156.455663989082,5.19119494135451e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,0,1,564,13536,500,156.436198939207,5.19119494135451e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,0,2,564,13536,500,156.542925138301,5.19119494135451e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,0,3,564,13536,500,156.52678852355,5.19119494135451e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,1,4,564,13536,500,156.498774183818,4.48185759329627e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,1,5,564,13536,500,156.787743063886,4.48185759329627e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,1,6,564,13536,500,156.661363298053,4.48185759329627e-14,0,0,1,-315.095110390286,1,PASS
NN-38,120,AWGN,8,1,7,564,13536,500,156.528257968605,4.48185759329627e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,0,0,564,18048,500,156.591761952686,5.17106627175878e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,0,1,564,18048,500,156.765313533905,5.17106627175878e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,0,2,564,18048,500,156.527618388923,5.17106627175878e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,0,3,564,18048,500,156.374661175038,5.17106627175878e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,1,4,564,18048,500,156.472084056672,4.37767011104179e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,1,5,564,18048,500,156.404641066765,4.37767011104179e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,1,6,564,18048,500,156.669050683947,4.37767011104179e-14,0,0,1,-315.095110390286,1,PASS
NN-39,120,AWGN,8,1,7,564,18048,500,156.637309026186,4.37767011104179e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,0,0,564,22560,500,156.601929537005,5.21416365373539e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,0,1,564,22560,500,156.42981308997,5.21416365373539e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,0,2,564,22560,500,156.645653203388,5.21416365373539e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,0,3,564,22560,500,156.420362435087,5.21416365373539e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,1,4,564,22560,500,156.355226620463,4.4516572914062e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,1,5,564,22560,500,156.610904861741,4.4516572914062e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,1,6,564,22560,500,156.501956994381,4.4516572914062e-14,0,0,1,-315.095110390286,1,PASS
NN-40,120,AWGN,8,1,7,564,22560,500,156.463004915401,4.4516572914062e-14,0,0,1,-315.095110390286,1,PASS
