TestID,Case,FrequencyRange,CarrierFrequency_Hz,SSBSCS_kHz,Lmax,CandidateIndex,StartSymbol,Slot,Symbol,ExpectedValid,ActualValid,ReasonCode,Status,IndexConvention
SSB-F-44,F,FR2-2,60000000000,480,64,44,310,22,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-45,F,FR2-2,60000000000,480,64,45,317,22,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-46,F,FR2-2,60000000000,480,64,46,324,23,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-47,F,FR2-2,60000000000,480,64,47,331,23,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-48,F,FR2-2,60000000000,480,64,48,338,24,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-49,F,FR2-2,60000000000,480,64,49,345,24,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-50,F,FR2-2,60000000000,480,64,50,352,25,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-51,F,FR2-2,60000000000,480,64,51,359,25,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-52,F,FR2-2,60000000000,480,64,52,366,26,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-53,F,FR2-2,60000000000,480,64,53,373,26,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-54,F,FR2-2,60000000000,480,64,54,380,27,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-55,F,FR2-2,60000000000,480,64,55,387,27,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-56,F,FR2-2,60000000000,480,64,56,394,28,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-57,F,FR2-2,60000000000,480,64,57,401,28,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-58,F,FR2-2,60000000000,480,64,58,408,29,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-59,F,FR2-2,60000000000,480,64,59,415,29,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-60,F,FR2-2,60000000000,480,64,60,422,30,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-61,F,FR2-2,60000000000,480,64,61,429,30,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-62,F,FR2-2,60000000000,480,64,62,436,31,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-F-63,F,FR2-2,60000000000,480,64,63,443,31,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-00,G,FR2-2,60000000000,960,64,0,2,0,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-01,G,FR2-2,60000000000,960,64,1,9,0,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-02,G,FR2-2,60000000000,960,64,2,16,1,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-03,G,FR2-2,60000000000,960,64,3,23,1,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-04,G,FR2-2,60000000000,960,64,4,30,2,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-05,G,FR2-2,60000000000,960,64,5,37,2,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-06,G,FR2-2,60000000000,960,64,6,44,3,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-07,G,FR2-2,60000000000,960,64,7,51,3,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-08,G,FR2-2,60000000000,960,64,8,58,4,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-09,G,FR2-2,60000000000,960,64,9,65,4,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-10,G,FR2-2,60000000000,960,64,10,72,5,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-11,G,FR2-2,60000000000,960,64,11,79,5,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-12,G,FR2-2,60000000000,960,64,12,86,6,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-13,G,FR2-2,60000000000,960,64,13,93,6,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-14,G,FR2-2,60000000000,960,64,14,100,7,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-15,G,FR2-2,60000000000,960,64,15,107,7,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-16,G,FR2-2,60000000000,960,64,16,114,8,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-17,G,FR2-2,60000000000,960,64,17,121,8,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-18,G,FR2-2,60000000000,960,64,18,128,9,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-19,G,FR2-2,60000000000,960,64,19,135,9,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-20,G,FR2-2,60000000000,960,64,20,142,10,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-21,G,FR2-2,60000000000,960,64,21,149,10,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-22,G,FR2-2,60000000000,960,64,22,156,11,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-23,G,FR2-2,60000000000,960,64,23,163,11,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-24,G,FR2-2,60000000000,960,64,24,170,12,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-25,G,FR2-2,60000000000,960,64,25,177,12,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-26,G,FR2-2,60000000000,960,64,26,184,13,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-27,G,FR2-2,60000000000,960,64,27,191,13,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-28,G,FR2-2,60000000000,960,64,28,198,14,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-29,G,FR2-2,60000000000,960,64,29,205,14,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-30,G,FR2-2,60000000000,960,64,30,212,15,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-31,G,FR2-2,60000000000,960,64,31,219,15,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-32,G,FR2-2,60000000000,960,64,32,226,16,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-33,G,FR2-2,60000000000,960,64,33,233,16,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-34,G,FR2-2,60000000000,960,64,34,240,17,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-35,G,FR2-2,60000000000,960,64,35,247,17,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-36,G,FR2-2,60000000000,960,64,36,254,18,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-37,G,FR2-2,60000000000,960,64,37,261,18,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-38,G,FR2-2,60000000000,960,64,38,268,19,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-39,G,FR2-2,60000000000,960,64,39,275,19,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-40,G,FR2-2,60000000000,960,64,40,282,20,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-41,G,FR2-2,60000000000,960,64,41,289,20,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-42,G,FR2-2,60000000000,960,64,42,296,21,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-43,G,FR2-2,60000000000,960,64,43,303,21,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-44,G,FR2-2,60000000000,960,64,44,310,22,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-45,G,FR2-2,60000000000,960,64,45,317,22,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-46,G,FR2-2,60000000000,960,64,46,324,23,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-47,G,FR2-2,60000000000,960,64,47,331,23,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-48,G,FR2-2,60000000000,960,64,48,338,24,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-49,G,FR2-2,60000000000,960,64,49,345,24,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-50,G,FR2-2,60000000000,960,64,50,352,25,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-51,G,FR2-2,60000000000,960,64,51,359,25,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-52,G,FR2-2,60000000000,960,64,52,366,26,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-53,G,FR2-2,60000000000,960,64,53,373,26,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-54,G,FR2-2,60000000000,960,64,54,380,27,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-55,G,FR2-2,60000000000,960,64,55,387,27,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-56,G,FR2-2,60000000000,960,64,56,394,28,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-57,G,FR2-2,60000000000,960,64,57,401,28,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-58,G,FR2-2,60000000000,960,64,58,408,29,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-59,G,FR2-2,60000000000,960,64,59,415,29,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-60,G,FR2-2,60000000000,960,64,60,422,30,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-61,G,FR2-2,60000000000,960,64,61,429,30,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-62,G,FR2-2,60000000000,960,64,62,436,31,2,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
SSB-G-63,G,FR2-2,60000000000,960,64,63,443,31,9,TRUE,TRUE,ssb_case_candidate_resolved,PASS,zero_based_phy_indices
