ExperimentID,FamilyID,PairID,Variant,Seed,TrialID,Factor,FactorValue,Wave,DependencyState,Stage,Success,ErrorType,Latency_ms,Energy_mJ,Runtime_ms,PeakMemory_MB,Status
F13-P05-T,F13,F13-P05,treatment,131,trial-F13-P05-T,MIBBitMutation,barred,A,implemented_production_component,PBCH_MIB,1,expected_mib_information_bit_mutation,13.003072109435,0,77.0265,3551.66796875,PASS
F13-P06-B,F13,F13-P06,baseline,197,trial-F13-P06-B,MIBBitMutation,none,A,implemented_production_component,PBCH_MIB,1,,17.3581350834687,0,72.8553,3551.66796875,PASS
F13-P06-T,F13,F13-P06,treatment,197,trial-F13-P06-T,MIBBitMutation,sfn,A,implemented_production_component,PBCH_MIB,1,expected_mib_information_bit_mutation,17.3581350834687,0,73.383,3551.66796875,PASS
F14-P01-B,F14,F14-P01,baseline,11,trial-F14-P01-B,SSBSubcarrierOffset,0,A,implemented_production_component,PBCH_MIB,1,,3.60539377753538,0,69.2392,3551.66796875,PASS
F14-P01-T,F14,F14-P01,treatment,11,trial-F14-P01-T,SSBSubcarrierOffset,1,A,implemented_production_component,PBCH_MIB,1,,3.60539377753538,0,62.6276,3551.66796875,PASS
F14-P02-B,F14,F14-P02,baseline,23,trial-F14-P02-B,SSBSubcarrierOffset,0,A,implemented_production_component,PBCH_MIB,1,,10.3459576769318,0,60.603,3551.66796875,PASS
F14-P02-T,F14,F14-P02,treatment,23,trial-F14-P02-T,SSBSubcarrierOffset,7,A,implemented_production_component,PBCH_MIB,1,,10.3459576769318,0,58.0254,3551.66796875,PASS
F14-P03-B,F14,F14-P03,baseline,47,trial-F14-P03-B,SSBSubcarrierOffset,0,A,implemented_production_component,PBCH_MIB,1,,2.26976943787299,0,57.6337,3551.66796875,PASS
F14-P03-T,F14,F14-P03,treatment,47,trial-F14-P03-T,SSBSubcarrierOffset,15,A,implemented_production_component,PBCH_MIB,1,,2.26976943787299,0,57.7856,3551.66796875,PASS
F14-P04-B,F14,F14-P04,baseline,89,trial-F14-P04-B,SSBSubcarrierOffset,0,A,implemented_production_component,PBCH_MIB,1,,9.99388640937668,0,58.4983,3551.66796875,PASS
F14-P04-T,F14,F14-P04,treatment,89,trial-F14-P04-T,SSBSubcarrierOffset,1,A,implemented_production_component,PBCH_MIB,1,,9.99388640937668,0,61.9204,3551.66796875,PASS
F14-P05-B,F14,F14-P05,baseline,131,trial-F14-P05-B,SSBSubcarrierOffset,0,A,implemented_production_component,PBCH_MIB,1,,13.003072109435,0,60.1553,3551.66796875,PASS
F14-P05-T,F14,F14-P05,treatment,131,trial-F14-P05-T,SSBSubcarrierOffset,7,A,implemented_production_component,PBCH_MIB,1,,13.003072109435,0,57.5756,3551.66796875,PASS
F14-P06-B,F14,F14-P06,baseline,197,trial-F14-P06-B,SSBSubcarrierOffset,0,A,implemented_production_component,PBCH_MIB,1,,17.3581350834687,0,57.7054,3551.66796875,PASS
F14-P06-T,F14,F14-P06,treatment,197,trial-F14-P06-T,SSBSubcarrierOffset,15,A,implemented_production_component,PBCH_MIB,1,,17.3581350834687,0,57.6778,3551.66796875,PASS
F15-P01-B,F15,F15-P01,baseline,11,trial-F15-P01-B,CORESET0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,203.0086,3552.66796875,PASS
F15-P01-T,F15,F15-P01,treatment,11,trial-F15-P01-T,CORESET0Index,1,A,implemented_production_component,TYPE0_SIB1,1,,149,0,107.1567,3552.66796875,PASS
F15-P02-B,F15,F15-P02,baseline,23,trial-F15-P02-B,CORESET0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,157,0,95.2215,3553.66796875,PASS
F15-P02-T,F15,F15-P02,treatment,23,trial-F15-P02-T,CORESET0Index,2,A,implemented_production_component,TYPE0_SIB1,1,,157,0,86.3791,3555.99609375,PASS
F15-P03-B,F15,F15-P03,baseline,47,trial-F15-P03-B,CORESET0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,153,0,121.2008,3556.99609375,PASS
F15-P03-T,F15,F15-P03,treatment,47,trial-F15-P03-T,CORESET0Index,4,A,implemented_production_component,TYPE0_SIB1,1,,153,0,61.8939,3556.99609375,PASS
F15-P04-B,F15,F15-P04,baseline,89,trial-F15-P04-B,CORESET0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,151,0,61.3572,3556.99609375,PASS
F15-P04-T,F15,F15-P04,treatment,89,trial-F15-P04-T,CORESET0Index,8,A,implemented_production_component,TYPE0_SIB1,1,,151,0,61.9268,3556.99609375,PASS
F15-P05-B,F15,F15-P05,baseline,131,trial-F15-P05-B,CORESET0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.74,3556.99609375,PASS
F15-P05-T,F15,F15-P05,treatment,131,trial-F15-P05-T,CORESET0Index,12,A,implemented_production_component,TYPE0_SIB1,0,sixgr:phy:pdcch:type0_reserved_index,0,0,55.4368,3556.99609375,PASS
F15-P06-B,F15,F15-P06,baseline,197,trial-F15-P06-B,CORESET0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,143,0,79.2092,3556.99609375,PASS
F15-P06-T,F15,F15-P06,treatment,197,trial-F15-P06-T,CORESET0Index,1,A,implemented_production_component,TYPE0_SIB1,1,,143,0,65.699,3557.2578125,PASS
F16-P01-B,F16,F16-P01,baseline,11,trial-F16-P01-B,SearchSpace0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,65.7454,3557.265625,PASS
F16-P01-T,F16,F16-P01,treatment,11,trial-F16-P01-T,SearchSpace0Index,1,A,implemented_production_component,TYPE0_SIB1,1,,149,0,63.3962,3557.265625,PASS
F16-P02-B,F16,F16-P02,baseline,23,trial-F16-P02-B,SearchSpace0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,157,0,62.6108,3557.265625,PASS
F16-P02-T,F16,F16-P02,treatment,23,trial-F16-P02-T,SearchSpace0Index,2,A,implemented_production_component,TYPE0_SIB1,1,,157,0,60.781,3557.265625,PASS
F16-P03-B,F16,F16-P03,baseline,47,trial-F16-P03-B,SearchSpace0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,153,0,61.0328,3557.265625,PASS
F16-P03-T,F16,F16-P03,treatment,47,trial-F16-P03-T,SearchSpace0Index,4,A,implemented_production_component,TYPE0_SIB1,1,,153,0,61.1253,3557.265625,PASS
F16-P04-B,F16,F16-P04,baseline,89,trial-F16-P04-B,SearchSpace0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,151,0,61.1859,3557.265625,PASS
F16-P04-T,F16,F16-P04,treatment,89,trial-F16-P04-T,SearchSpace0Index,8,A,implemented_production_component,TYPE0_SIB1,1,,151,0,60.175,3557.265625,PASS
F16-P05-B,F16,F16-P05,baseline,131,trial-F16-P05-B,SearchSpace0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.9883,3557.265625,PASS
F16-P05-T,F16,F16-P05,treatment,131,trial-F16-P05-T,SearchSpace0Index,12,A,implemented_production_component,TYPE0_SIB1,1,,149,0,60.268,3558.0546875,PASS
F16-P06-B,F16,F16-P06,baseline,197,trial-F16-P06-B,SearchSpace0Index,0,A,implemented_production_component,TYPE0_SIB1,1,,143,0,65.3727,3558.4765625,PASS
F16-P06-T,F16,F16-P06,treatment,197,trial-F16-P06-T,SearchSpace0Index,1,A,implemented_production_component,TYPE0_SIB1,1,,143,0,60.8082,3558.4765625,PASS
F17-P01-B,F17,F17-P01,baseline,11,trial-F17-P01-B,AggregationLevel,4,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.1407,3558.4765625,PASS
F17-P01-T,F17,F17-P01,treatment,11,trial-F17-P01-T,AggregationLevel,1,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.5371,3558.4765625,PASS
F17-P02-B,F17,F17-P02,baseline,23,trial-F17-P02-B,AggregationLevel,4,A,implemented_production_component,TYPE0_SIB1,1,,157,0,61.5885,3558.4765625,PASS
F17-P02-T,F17,F17-P02,treatment,23,trial-F17-P02-T,AggregationLevel,2,A,implemented_production_component,TYPE0_SIB1,1,,157,0,58.8877,3558.4765625,PASS
F17-P03-B,F17,F17-P03,baseline,47,trial-F17-P03-B,AggregationLevel,4,A,implemented_production_component,TYPE0_SIB1,1,,153,0,60.9993,3558.4765625,PASS
F17-P03-T,F17,F17-P03,treatment,47,trial-F17-P03-T,AggregationLevel,8,A,implemented_production_component,TYPE0_SIB1,1,,153,0,59.4517,3558.4765625,PASS
F17-P04-B,F17,F17-P04,baseline,89,trial-F17-P04-B,AggregationLevel,4,A,implemented_production_component,TYPE0_SIB1,1,,151,0,63.064,3558.4765625,PASS
F17-P04-T,F17,F17-P04,treatment,89,trial-F17-P04-T,AggregationLevel,16,A,implemented_production_component,TYPE0_SIB1,1,,151,0,60.6629,3558.4765625,PASS
F17-P05-B,F17,F17-P05,baseline,131,trial-F17-P05-B,AggregationLevel,4,A,implemented_production_component,TYPE0_SIB1,1,,149,0,60.896,3558.4765625,PASS
F17-P05-T,F17,F17-P05,treatment,131,trial-F17-P05-T,AggregationLevel,1,A,implemented_production_component,TYPE0_SIB1,1,,149,0,60.4447,3558.4765625,PASS
F17-P06-B,F17,F17-P06,baseline,197,trial-F17-P06-B,AggregationLevel,4,A,implemented_production_component,TYPE0_SIB1,1,,143,0,59.8687,3558.4765625,PASS
F17-P06-T,F17,F17-P06,treatment,197,trial-F17-P06-T,AggregationLevel,2,A,implemented_production_component,TYPE0_SIB1,1,,143,0,60.7945,3558.4765625,PASS
F18-P01-B,F18,F18-P01,baseline,11,trial-F18-P01-B,SIB1MCS,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.7692,3558.4765625,PASS
F18-P01-T,F18,F18-P01,treatment,11,trial-F18-P01-T,SIB1MCS,2,A,implemented_production_component,TYPE0_SIB1,1,,149,0,60.2163,3558.4765625,PASS
F18-P02-B,F18,F18-P02,baseline,23,trial-F18-P02-B,SIB1MCS,0,A,implemented_production_component,TYPE0_SIB1,1,,157,0,60.0192,3558.4765625,PASS
F18-P02-T,F18,F18-P02,treatment,23,trial-F18-P02-T,SIB1MCS,4,A,implemented_production_component,TYPE0_SIB1,1,,157,0,60.1358,3558.4765625,PASS
F18-P03-B,F18,F18-P03,baseline,47,trial-F18-P03-B,SIB1MCS,0,A,implemented_production_component,TYPE0_SIB1,1,,153,0,60.2244,3558.4765625,PASS
F18-P03-T,F18,F18-P03,treatment,47,trial-F18-P03-T,SIB1MCS,6,A,implemented_production_component,TYPE0_SIB1,1,,153,0,59.7146,3558.4765625,PASS
F18-P04-B,F18,F18-P04,baseline,89,trial-F18-P04-B,SIB1MCS,0,A,implemented_production_component,TYPE0_SIB1,1,,151,0,59.8798,3558.4765625,PASS
F18-P04-T,F18,F18-P04,treatment,89,trial-F18-P04-T,SIB1MCS,9,A,implemented_production_component,TYPE0_SIB1,1,,151,0,61.9489,3558.4765625,PASS
F18-P05-B,F18,F18-P05,baseline,131,trial-F18-P05-B,SIB1MCS,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,61.7704,3558.4765625,PASS
F18-P05-T,F18,F18-P05,treatment,131,trial-F18-P05-T,SIB1MCS,2,A,implemented_production_component,TYPE0_SIB1,1,,149,0,60.9547,3558.4765625,PASS
F18-P06-B,F18,F18-P06,baseline,197,trial-F18-P06-B,SIB1MCS,0,A,implemented_production_component,TYPE0_SIB1,1,,143,0,59.5279,3558.4765625,PASS
F18-P06-T,F18,F18-P06,treatment,197,trial-F18-P06-T,SIB1MCS,4,A,implemented_production_component,TYPE0_SIB1,1,,143,0,59.6753,3558.4765625,PASS
F19-P01-B,F19,F19-P01,baseline,11,trial-F19-P01-B,SIB1PayloadBits,256,A,implemented_production_component,TYPE0_SIB1,1,,149,0,60.3132,3558.4765625,PASS
F19-P01-T,F19,F19-P01,treatment,11,trial-F19-P01-T,SIB1PayloadBits,512,A,implemented_production_component,TYPE0_SIB1,1,,149,0,67.7537,3558.4765625,PASS
F19-P02-B,F19,F19-P02,baseline,23,trial-F19-P02-B,SIB1PayloadBits,256,A,implemented_production_component,TYPE0_SIB1,1,,157,0,66.1149,3558.4765625,PASS
F19-P02-T,F19,F19-P02,treatment,23,trial-F19-P02-T,SIB1PayloadBits,1024,A,implemented_production_component,TYPE0_SIB1,1,,157,0,62.3559,3558.4765625,PASS
F19-P03-B,F19,F19-P03,baseline,47,trial-F19-P03-B,SIB1PayloadBits,256,A,implemented_production_component,TYPE0_SIB1,1,,153,0,60.1673,3558.4765625,PASS
F19-P03-T,F19,F19-P03,treatment,47,trial-F19-P03-T,SIB1PayloadBits,2048,A,implemented_production_component,TYPE0_SIB1,1,,153,0,60.4194,3558.4765625,PASS
F19-P04-B,F19,F19-P04,baseline,89,trial-F19-P04-B,SIB1PayloadBits,256,A,implemented_production_component,TYPE0_SIB1,1,,151,0,60.782,3558.4765625,PASS
F19-P04-T,F19,F19-P04,treatment,89,trial-F19-P04-T,SIB1PayloadBits,4096,A,implemented_production_component,TYPE0_SIB1,1,,151,0,58.9749,3558.4765625,PASS
F19-P05-B,F19,F19-P05,baseline,131,trial-F19-P05-B,SIB1PayloadBits,256,A,implemented_production_component,TYPE0_SIB1,1,,149,0,58.9248,3558.4765625,PASS
F19-P05-T,F19,F19-P05,treatment,131,trial-F19-P05-T,SIB1PayloadBits,512,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.1286,3558.4765625,PASS
F19-P06-B,F19,F19-P06,baseline,197,trial-F19-P06-B,SIB1PayloadBits,256,A,implemented_production_component,TYPE0_SIB1,1,,143,0,58.9269,3558.4765625,PASS
F19-P06-T,F19,F19-P06,treatment,197,trial-F19-P06-T,SIB1PayloadBits,1024,A,implemented_production_component,TYPE0_SIB1,1,,143,0,59.7758,3558.4765625,PASS
F20-P01-B,F20,F20-P01,baseline,11,trial-F20-P01-B,SIB1OptionalIECount,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.8057,3558.4765625,PASS
F20-P01-T,F20,F20-P01,treatment,11,trial-F20-P01-T,SIB1OptionalIECount,2,A,implemented_production_component,TYPE0_SIB1,0,sixgr:rrc:asn1:UnsupportedSIB1IE,149,0,60.838,3558.4765625,PASS
F20-P02-B,F20,F20-P02,baseline,23,trial-F20-P02-B,SIB1OptionalIECount,0,A,implemented_production_component,TYPE0_SIB1,1,,157,0,61.0938,3558.4765625,PASS
F20-P02-T,F20,F20-P02,treatment,23,trial-F20-P02-T,SIB1OptionalIECount,4,A,implemented_production_component,TYPE0_SIB1,0,sixgr:rrc:asn1:UnsupportedSIB1IE,157,0,60.2034,3558.4765625,PASS
F20-P03-B,F20,F20-P03,baseline,47,trial-F20-P03-B,SIB1OptionalIECount,0,A,implemented_production_component,TYPE0_SIB1,1,,153,0,60.6793,3558.4765625,PASS
F20-P03-T,F20,F20-P03,treatment,47,trial-F20-P03-T,SIB1OptionalIECount,8,A,implemented_production_component,TYPE0_SIB1,0,sixgr:rrc:asn1:UnsupportedSIB1IE,153,0,60.2273,3558.4765625,PASS
F20-P04-B,F20,F20-P04,baseline,89,trial-F20-P04-B,SIB1OptionalIECount,0,A,implemented_production_component,TYPE0_SIB1,1,,151,0,59.9652,3558.4765625,PASS
F20-P04-T,F20,F20-P04,treatment,89,trial-F20-P04-T,SIB1OptionalIECount,12,A,implemented_production_component,TYPE0_SIB1,0,sixgr:rrc:asn1:UnsupportedSIB1IE,151,0,63.1157,3558.4765625,PASS
F20-P05-B,F20,F20-P05,baseline,131,trial-F20-P05-B,SIB1OptionalIECount,0,A,implemented_production_component,TYPE0_SIB1,1,,149,0,59.8582,3558.4765625,PASS
F20-P05-T,F20,F20-P05,treatment,131,trial-F20-P05-T,SIB1OptionalIECount,2,A,implemented_production_component,TYPE0_SIB1,0,sixgr:rrc:asn1:UnsupportedSIB1IE,149,0,61.3461,3558.4765625,PASS
F20-P06-B,F20,F20-P06,baseline,197,trial-F20-P06-B,SIB1OptionalIECount,0,A,implemented_production_component,TYPE0_SIB1,1,,143,0,61.1985,3558.4765625,PASS
F20-P06-T,F20,F20-P06,treatment,197,trial-F20-P06-T,SIB1OptionalIECount,4,A,implemented_production_component,TYPE0_SIB1,0,sixgr:rrc:asn1:UnsupportedSIB1IE,143,0,60.7232,3558.4765625,PASS
F21-P01-B,F21,F21-P01,baseline,11,trial-F21-P01-B,SIB1Periodicity_ms,160,B,implemented_production_component,TYPE0_SIB1,1,,149,0,59.7506,3558.4765625,PASS
F21-P01-T,F21,F21-P01,treatment,11,trial-F21-P01-T,SIB1Periodicity_ms,20,B,implemented_production_component,TYPE0_SIB1,1,,9,0,60.0907,3558.4765625,PASS
F21-P02-B,F21,F21-P02,baseline,23,trial-F21-P02-B,SIB1Periodicity_ms,160,B,implemented_production_component,TYPE0_SIB1,1,,157,0,59.6069,3558.4765625,PASS
F21-P02-T,F21,F21-P02,treatment,23,trial-F21-P02-T,SIB1Periodicity_ms,40,B,implemented_production_component,TYPE0_SIB1,1,,37,0,58.9786,3558.4765625,PASS
F21-P03-B,F21,F21-P03,baseline,47,trial-F21-P03-B,SIB1Periodicity_ms,160,B,implemented_production_component,TYPE0_SIB1,1,,153,0,60.0175,3558.4765625,PASS
F21-P03-T,F21,F21-P03,treatment,47,trial-F21-P03-T,SIB1Periodicity_ms,80,B,implemented_production_component,TYPE0_SIB1,1,,73,0,60.9111,3558.4765625,PASS
F21-P04-B,F21,F21-P04,baseline,89,trial-F21-P04-B,SIB1Periodicity_ms,160,B,implemented_production_component,TYPE0_SIB1,1,,151,0,59.464,3558.4765625,PASS
F21-P04-T,F21,F21-P04,treatment,89,trial-F21-P04-T,SIB1Periodicity_ms,20,B,implemented_production_component,TYPE0_SIB1,1,,11,0,60.2706,3558.4765625,PASS
F21-P05-B,F21,F21-P05,baseline,131,trial-F21-P05-B,SIB1Periodicity_ms,160,B,implemented_production_component,TYPE0_SIB1,1,,149,0,60.1616,3558.4765625,PASS
F21-P05-T,F21,F21-P05,treatment,131,trial-F21-P05-T,SIB1Periodicity_ms,40,B,implemented_production_component,TYPE0_SIB1,1,,29,0,59.4723,3558.4765625,PASS
F21-P06-B,F21,F21-P06,baseline,197,trial-F21-P06-B,SIB1Periodicity_ms,160,B,implemented_production_component,TYPE0_SIB1,1,,143,0,71.0578,3558.4765625,PASS
F21-P06-T,F21,F21-P06,treatment,197,trial-F21-P06-T,SIB1Periodicity_ms,80,B,implemented_production_component,TYPE0_SIB1,1,,63,0,73.271,3558.4765625,PASS
F22-P01-B,F22,F22-P01,baseline,11,trial-F22-P01-B,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,3079.1184,3594.30078125,PASS
F22-P01-T,F22,F22-P01,treatment,11,trial-F22-P01-T,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,219.0593,3595.30078125,PASS
F22-P02-B,F22,F22-P02,baseline,23,trial-F22-P02-B,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1759.7687,3609.20703125,PASS
F22-P02-T,F22,F22-P02,treatment,23,trial-F22-P02-T,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,170.7189,3609.20703125,PASS
F22-P03-B,F22,F22-P03,baseline,47,trial-F22-P03-B,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1986.4661,3614.71875,PASS
F22-P03-T,F22,F22-P03,treatment,47,trial-F22-P03-T,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,95.5827,3614.71875,PASS
F22-P04-B,F22,F22-P04,baseline,89,trial-F22-P04-B,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1181.9818,3614.9453125,PASS
F22-P04-T,F22,F22-P04,treatment,89,trial-F22-P04-T,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,95.8626,3614.9453125,PASS
F22-P05-B,F22,F22-P05,baseline,131,trial-F22-P05-B,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1495.9542,3617.375,PASS
F22-P05-T,F22,F22-P05,treatment,131,trial-F22-P05-T,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,104.2991,3617.375,PASS
F22-P06-B,F22,F22-P06,baseline,197,trial-F22-P06-B,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1598.4192,3617.375,PASS
F22-P06-T,F22,F22-P06,treatment,197,trial-F22-P06-T,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,101.8523,3617.375,PASS
F23-P01-B,F23,F23-P01,baseline,11,trial-F23-P01-B,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,98.7172,3617.375,PASS
F23-P01-T,F23,F23-P01,treatment,11,trial-F23-P01-T,PreambleFormat,0,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1478.4996,3617.8046875,PASS
F23-P02-B,F23,F23-P02,baseline,23,trial-F23-P02-B,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,96.919,3617.8046875,PASS
F23-P02-T,F23,F23-P02,treatment,23,trial-F23-P02-T,PreambleFormat,1,A,implemented_production_component,PRACH,1,,10,1.52308255555196e-07,1527.0296,3622.83984375,PASS
F23-P03-B,F23,F23-P03,baseline,47,trial-F23-P03-B,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,103.5788,3622.83984375,PASS
F23-P03-T,F23,F23-P03,treatment,47,trial-F23-P03-T,PreambleFormat,2,A,implemented_production_component,PRACH,1,,10,2.23555720805726e-07,1425.9584,3630.9453125,PASS
F23-P04-B,F23,F23-P04,baseline,89,trial-F23-P04-B,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,128.538,3630.9453125,PASS
F23-P04-T,F23,F23-P04,treatment,89,trial-F23-P04-T,PreambleFormat,3,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,111.3738,3630.9453125,PASS
F23-P05-B,F23,F23-P05,baseline,131,trial-F23-P05-B,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,108.1026,3630.9453125,PASS
F23-P05-T,F23,F23-P05,treatment,131,trial-F23-P05-T,PreambleFormat,A2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,106.9006,3630.9453125,PASS
F23-P06-B,F23,F23-P06,baseline,197,trial-F23-P06-B,PreambleFormat,A1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,98.9174,3630.9453125,PASS
F23-P06-T,F23,F23-P06,treatment,197,trial-F23-P06-T,PreambleFormat,A3,A,implemented_production_component,PRACH,0,sixgr:phy:frame:NoPRACHOccasionInRepetitionPeriod,0,0,98.068,3630.9453125,PASS
F24-P01-B,F24,F24-P01,baseline,11,trial-F24-P01-B,PRACHSCS_kHz,1.25,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1470.3337,3630.9453125,PASS
F24-P01-T,F24,F24-P01,treatment,11,trial-F24-P01-T,PRACHSCS_kHz,5,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,111.3299,3630.9453125,PASS
F24-P02-B,F24,F24-P02,baseline,23,trial-F24-P02-B,PRACHSCS_kHz,1.25,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1581.0297,3630.9453125,PASS
F24-P02-T,F24,F24-P02,treatment,23,trial-F24-P02-T,PRACHSCS_kHz,15,A,implemented_production_component,PRACH,1,,10,1.89383812488483e-08,915.5634,3630.9453125,PASS
F24-P03-B,F24,F24-P03,baseline,47,trial-F24-P03-B,PRACHSCS_kHz,1.25,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1479.903,3628.8828125,PASS
F24-P03-T,F24,F24-P03,treatment,47,trial-F24-P03-T,PRACHSCS_kHz,30,A,implemented_production_component,PRACH,0,nr5g:nrPRACHConfig:InvalidAPSForCIAndSCS,0,0,268.1264,3628.8828125,PASS
F24-P04-B,F24,F24-P04,baseline,89,trial-F24-P04-B,PRACHSCS_kHz,1.25,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1323.8833,3628.8828125,PASS
F24-P04-T,F24,F24-P04,treatment,89,trial-F24-P04-T,PRACHSCS_kHz,60,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,102.1279,3628.8828125,PASS
F24-P05-B,F24,F24-P05,baseline,131,trial-F24-P05-B,PRACHSCS_kHz,1.25,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1223.028,3628.88671875,PASS
F24-P05-T,F24,F24-P05,treatment,131,trial-F24-P05-T,PRACHSCS_kHz,5,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,107.9839,3628.88671875,PASS
F24-P06-B,F24,F24-P06,baseline,197,trial-F24-P06-B,PRACHSCS_kHz,1.25,A,implemented_production_component,PRACH,1,,10,6.02178417434614e-08,1230.5047,3628.88671875,PASS
F24-P06-T,F24,F24-P06,treatment,197,trial-F24-P06-T,PRACHSCS_kHz,15,A,implemented_production_component,PRACH,1,,10,1.89383812488483e-08,555.4388,3629.140625,PASS
F25-P01-B,F25,F25-P01,baseline,11,trial-F25-P01-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,92.1994,3629.140625,PASS
F25-P01-T,F25,F25-P01,treatment,11,trial-F25-P01-T,RestrictedSet,RestrictedSetTypeA,A,implemented_production_component,PRACH,1,,10,6.01437626682554e-08,351.7621,3629.140625,PASS
F25-P02-B,F25,F25-P02,baseline,23,trial-F25-P02-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,112.0128,3629.140625,PASS
F25-P02-T,F25,F25-P02,treatment,23,trial-F25-P02-T,RestrictedSet,RestrictedSetTypeA,A,implemented_production_component,PRACH,1,,10,6.01437626682554e-08,296.5349,3687.25390625,PASS
F25-P03-B,F25,F25-P03,baseline,47,trial-F25-P03-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,85.1579,3687.25390625,PASS
F25-P03-T,F25,F25-P03,treatment,47,trial-F25-P03-T,RestrictedSet,RestrictedSetTypeA,A,implemented_production_component,PRACH,1,,10,6.01437626682554e-08,275.2154,3687.25390625,PASS
F25-P04-B,F25,F25-P04,baseline,89,trial-F25-P04-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,88.7696,3687.25390625,PASS
F25-P04-T,F25,F25-P04,treatment,89,trial-F25-P04-T,RestrictedSet,RestrictedSetTypeA,A,implemented_production_component,PRACH,1,,10,6.01437626682554e-08,275.7093,3687.25390625,PASS
F25-P05-B,F25,F25-P05,baseline,131,trial-F25-P05-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,83.0277,3687.25390625,PASS
