Direction,UEIndex,RNTI,Slot,Frame,HarqID,NDI,RV,IsRetransmission,FeedbackDueSlot,CurrentDecodeOK,CombinedDecodeOK,MeasuredSINR_dB,WidebandCQI,CQIDerivedMCS,CQIDerivedModulation,Goodput_Mbps,Status,Notes
"UL",42,42,9,9,0,1,0,0,13,1,1,19.1175427488415,13,24,"64QAM",2.512,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",44,44,9,9,0,1,0,0,13,1,1,45.9464656843589,15,26,"64QAM",2.512,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",49,49,9,9,0,1,0,0,13,1,1,45.0900943857587,15,26,"64QAM",2.512,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",1,1,9,9,0,1,0,0,13,0,0,17.0107266606634,12,22,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",7,7,9,9,0,1,0,0,13,0,0,27.4580226721494,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",11,11,9,9,0,1,0,0,13,0,0,21.8727695184288,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",17,17,9,9,0,1,0,0,13,0,0,18.1387045043193,12,22,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",21,21,9,9,0,1,0,0,13,0,0,18.6321854212169,13,24,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",25,25,9,9,0,1,0,0,13,1,1,28.271201534591,15,26,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",27,27,9,9,0,1,0,0,13,1,1,23.7775182397516,15,26,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",28,28,9,9,0,1,0,0,13,1,1,29.9423124235914,15,26,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",30,30,9,9,0,1,0,0,13,1,1,40.0468885770244,15,26,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",31,31,9,9,0,1,0,0,13,1,1,43.7266133398893,15,26,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",36,36,9,9,0,1,0,0,13,1,1,24.0698293552705,15,26,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",39,39,9,9,0,1,0,0,13,1,1,16.5500032400546,12,22,"64QAM",2.128,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",3,3,10,10,1,1,0,0,14,0,0,47.2058075139773,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",5,5,10,10,1,1,0,0,14,1,1,51.2099478303152,15,26,"64QAM",48.144,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",9,9,10,10,1,1,0,0,14,0,0,27.6720212243621,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",14,14,10,10,1,1,0,0,14,1,1,37.5317673920983,15,26,"64QAM",48.144,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",19,19,10,10,1,1,0,0,14,1,1,36.2615973731611,15,26,"64QAM",48.144,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",26,26,10,10,1,1,0,0,14,0,0,29.697408450109,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",40,40,10,10,1,1,0,0,14,1,1,50.0125404957941,15,26,"64QAM",48.144,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",43,43,10,10,1,1,0,0,14,0,0,34.6555687936385,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",47,47,10,10,1,1,0,0,14,1,1,37.2484088086134,15,26,"64QAM",48.144,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",4,4,10,10,1,1,0,0,14,0,0,26.1222223442332,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",6,6,10,10,1,1,0,0,14,0,0,27.8980887016377,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",10,10,10,10,1,1,0,0,14,1,1,32.9446237246198,15,26,"64QAM",54.288,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",29,29,10,10,1,1,0,0,14,1,1,50.6114281690478,15,26,"64QAM",54.288,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",41,41,10,10,1,1,0,0,14,0,0,28.6254465966525,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",45,45,10,10,1,1,0,0,14,0,0,26.9764353753295,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",50,50,10,10,1,1,0,0,14,1,1,41.8733548309672,15,26,"64QAM",54.288,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",35,35,10,10,1,1,0,0,14,1,1,20.8330848570748,14,26,"64QAM",34.848,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",12,12,10,10,1,1,0,0,14,0,0,37.8270141548748,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",13,13,10,10,1,1,0,0,14,0,0,25.9113057311642,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",18,18,10,10,1,1,0,0,14,1,1,34.6642610262199,15,26,"64QAM",48.144,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",23,23,10,10,1,1,0,0,14,0,0,33.7171699785239,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",15,15,10,10,1,1,0,0,14,0,0,25.283426910597,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",24,24,10,10,1,1,0,0,14,0,0,24.107207559915,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",2,2,10,10,1,1,0,0,14,0,0,18.5573146313179,13,24,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",16,16,10,10,1,1,0,0,14,0,0,17.6226958083312,12,22,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",33,33,10,10,1,1,0,0,14,0,0,18.5199039112123,13,24,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",22,22,10,10,1,1,0,0,14,1,1,66.4161525151361,15,26,"64QAM",43.008,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",32,32,10,10,1,1,0,0,14,0,0,58.036145326962,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",34,34,10,10,1,1,0,0,14,0,0,34.0617243114394,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",37,37,10,10,1,1,0,0,14,0,0,29.0542112049803,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",38,38,10,10,1,1,0,0,14,1,1,50.7051782969799,15,26,"64QAM",43.008,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",44,44,10,10,1,1,0,0,14,1,1,51.9055736484338,15,26,"64QAM",43.008,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",49,49,10,10,1,1,0,0,14,1,1,51.128962867357,15,26,"64QAM",43.008,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",42,42,10,10,1,1,0,0,14,0,0,24.9153503093506,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",20,20,10,10,1,1,0,0,14,0,0,20.1438210780505,13,24,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",8,8,10,10,1,1,0,0,14,0,0,16.212839909176,11,20,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",7,7,10,10,1,1,0,0,14,0,0,33.3941416291566,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",11,11,10,10,1,1,0,0,14,0,0,27.0596444620701,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",25,25,10,10,1,1,0,0,14,1,1,33.8966543783432,15,26,"64QAM",34.848,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",27,27,10,10,1,1,0,0,14,0,0,28.9191125464335,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",28,28,10,10,1,1,0,0,14,1,1,35.6704500315142,15,26,"64QAM",34.848,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",30,30,10,10,1,1,0,0,14,1,1,45.6015298257866,15,26,"64QAM",34.848,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",31,31,10,10,1,1,0,0,14,1,1,49.3221078630133,15,26,"64QAM",34.848,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",36,36,10,10,1,1,0,0,14,0,0,29.9410437603715,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",21,21,10,10,1,1,0,0,14,0,0,24.129607427257,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",1,1,10,10,1,1,0,0,14,0,0,22.9583411691322,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",17,17,10,10,1,1,0,0,14,0,0,23.1739759126112,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",39,39,10,10,1,1,0,0,14,0,0,22.5675307580546,15,26,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
