Entity,EntityType,EntityID,Domain,Direction,Frame,Slot,Symbol,TimestampSim_ms,UEID,CellID,BaseStationID,RNTI,PRBCount,ActiveBWFraction,ActiveRank,ActiveTxRUCount,ControlMonitoringLoad,TxPower_dBm,RxPowerEst_dBm,State,Duration_s,Power_W,Energy_J,SuccessfulBits,RFChainCount,BBProcessingEnergy_J,SourceArtifact,Status
UE,ue,24,DL_data,DL,9,9,not_applicable,84,24,3,3,24,15,0.0549450549450549,2,0,0,NaN,-95.8938,active_rx,0.0005,1.5,0.00075,504,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,3,DL_data,DL,9,9,not_applicable,84,33,3,3,33,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,504,2,0.00243956043956044,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,33,DL_data,DL,9,9,not_applicable,84,33,3,3,33,15,0.0549450549450549,2,0,0,NaN,-107.731,active_rx,0.0005,1.5,0.00075,504,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,22,4,4,22,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,0,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,22,DL_data,DL,9,9,not_applicable,84,22,4,4,22,13,0.0476190476190476,2,0,0,NaN,-49.0698,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,34,4,4,34,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,0,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,34,DL_data,DL,9,9,not_applicable,84,34,4,4,34,13,0.0476190476190476,2,0,0,NaN,-99.7301,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,42,4,4,42,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,0,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,42,DL_data,DL,9,9,not_applicable,84,42,4,4,42,13,0.0476190476190476,2,0,0,NaN,-90.9368,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,38,4,4,38,13,0.0476190476190476,1,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,1416,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,38,DL_data,DL,9,9,not_applicable,84,38,4,4,38,13,0.0476190476190476,1,0,0,NaN,-64.5584,active_rx,0.0005,1.5,0.00075,1416,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,8,4,4,8,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,432,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,8,DL_data,DL,9,9,not_applicable,84,8,4,4,8,13,0.0476190476190476,2,0,0,NaN,-108.2733,active_rx,0.0005,1.5,0.00075,432,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,20,4,4,20,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,432,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,20,DL_data,DL,9,9,not_applicable,84,20,4,4,20,13,0.0476190476190476,2,0,0,NaN,-104.0404,active_rx,0.0005,1.5,0.00075,432,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,32,4,4,32,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,432,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,32,DL_data,DL,9,9,not_applicable,84,32,4,4,32,13,0.0476190476190476,2,0,0,NaN,-66.8627,active_rx,0.0005,1.5,0.00075,432,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,37,4,4,37,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,0,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,37,DL_data,DL,9,9,not_applicable,84,37,4,4,37,13,0.0476190476190476,2,0,0,NaN,-87.4561,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,44,4,4,44,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,0,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,44,DL_data,DL,9,9,not_applicable,84,44,4,4,44,13,0.0476190476190476,2,0,0,NaN,-63.3129,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,4,DL_data,DL,9,9,not_applicable,84,49,4,4,49,13,0.0476190476190476,2,2,1,46,NaN,active_tx,0.0005,318.506810634332,0.159253405317166,0,2,0.00238095238095238,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,49,DL_data,DL,9,9,not_applicable,84,49,4,4,49,13,0.0476190476190476,2,0,0,NaN,-72.642,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,30,5,5,30,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,30,DL_data,DL,9,9,not_applicable,84,30,5,5,30,9,0.032967032967033,2,0,0,NaN,-68.1007,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,39,5,5,39,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,39,DL_data,DL,9,9,not_applicable,84,39,5,5,39,9,0.032967032967033,2,0,0,NaN,-91.1764,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,7,5,5,7,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,7,DL_data,DL,9,9,not_applicable,84,7,5,5,7,9,0.032967032967033,2,0,0,NaN,-106.0685,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,46,5,5,46,9,0.032967032967033,1,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,1800,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,46,DL_data,DL,9,9,not_applicable,84,46,5,5,46,9,0.032967032967033,1,0,0,NaN,-78.3628,active_rx,0.0005,1.5,0.00075,1800,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,27,5,5,27,9,0.032967032967033,1,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,768,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,27,DL_data,DL,9,9,not_applicable,84,27,5,5,27,9,0.032967032967033,1,0,0,NaN,-86.7903,active_rx,0.0005,1.5,0.00075,768,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,11,5,5,11,9,0.032967032967033,1,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,11,DL_data,DL,9,9,not_applicable,84,11,5,5,11,9,0.032967032967033,1,0,0,NaN,-114.5133,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,1,5,5,1,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,304,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,1,DL_data,DL,9,9,not_applicable,84,1,5,5,1,9,0.032967032967033,2,0,0,NaN,-96.8528,active_rx,0.0005,1.5,0.00075,304,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,17,5,5,17,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,17,DL_data,DL,9,9,not_applicable,84,17,5,5,17,9,0.032967032967033,2,0,0,NaN,-100.0625,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,21,5,5,21,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,304,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,21,DL_data,DL,9,9,not_applicable,84,21,5,5,21,9,0.032967032967033,2,0,0,NaN,-92.0952,active_rx,0.0005,1.5,0.00075,304,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,25,5,5,25,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,25,DL_data,DL,9,9,not_applicable,84,25,5,5,25,9,0.032967032967033,2,0,0,NaN,-79.5667,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,28,5,5,28,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,304,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,28,DL_data,DL,9,9,not_applicable,84,28,5,5,28,9,0.032967032967033,2,0,0,NaN,-78.9257,active_rx,0.0005,1.5,0.00075,304,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,31,5,5,31,9,0.032967032967033,1,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,144,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,31,DL_data,DL,9,9,not_applicable,84,31,5,5,31,9,0.032967032967033,1,0,0,NaN,-64.2636,active_rx,0.0005,1.5,0.00075,144,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,36,5,5,36,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,304,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,PASS
UE,ue,36,DL_data,DL,9,9,not_applicable,84,36,5,5,36,9,0.032967032967033,2,0,0,NaN,-85.7584,active_rx,0.0005,1.5,0.00075,304,2,0,air_interface/csv/dl_pdsch_trials.csv,PASS
gNB,cell,5,DL_data,DL,9,9,not_applicable,84,48,5,5,48,9,0.032967032967033,2,2,1,46,NaN,active_tx,0.0005,318.2723783999,0.15913618919995,0,2,0.00226373626373626,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,48,DL_data,DL,9,9,not_applicable,84,48,5,5,48,9,0.032967032967033,2,0,0,NaN,-126.5264,active_rx,0.0005,1.5,0.00075,0,2,0,air_interface/csv/dl_pdsch_trials.csv,FAIL
UE,ue,3,UL_data,UL,9,9,not_applicable,84,3,1,1,3,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,3,1,1,3,15,0.0549450549450549,1,0,0,NaN,-69.6267,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,5,UL_data,UL,9,9,not_applicable,84,5,1,1,5,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,5,1,1,5,15,0.0549450549450549,1,0,0,NaN,-64.5993,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,9,UL_data,UL,9,9,not_applicable,84,9,1,1,9,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,9,1,1,9,15,0.0549450549450549,1,0,0,NaN,-113.6532,active_rx,0.0005,204.879120879121,0.10243956043956,0,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,14,UL_data,UL,9,9,not_applicable,84,14,1,1,14,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,14,1,1,14,15,0.0549450549450549,1,0,0,NaN,-94.6448,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,19,UL_data,UL,9,9,not_applicable,84,19,1,1,19,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,19,1,1,19,15,0.0549450549450549,1,0,0,NaN,-81.4605,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,26,UL_data,UL,9,9,not_applicable,84,26,1,1,26,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,26,1,1,26,15,0.0549450549450549,1,0,0,NaN,-88.0365,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,40,UL_data,UL,9,9,not_applicable,84,40,1,1,40,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,40,1,1,40,15,0.0549450549450549,1,0,0,NaN,-77.2871,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,43,UL_data,UL,9,9,not_applicable,84,43,1,1,43,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,43,1,1,43,15,0.0549450549450549,1,0,0,NaN,-85.6003,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,47,UL_data,UL,9,9,not_applicable,84,47,1,1,47,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,1,UL_data,UL,9,9,not_applicable,84,47,1,1,47,15,0.0549450549450549,1,0,0,NaN,-78.5685,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,4,UL_data,UL,9,9,not_applicable,84,4,2,2,4,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,4,2,2,4,17,0.0622710622710623,1,0,0,NaN,-90.2625,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,6,UL_data,UL,9,9,not_applicable,84,6,2,2,6,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,6,2,2,6,17,0.0622710622710623,1,0,0,NaN,-90.5949,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,10,UL_data,UL,9,9,not_applicable,84,10,2,2,10,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,10,2,2,10,17,0.0622710622710623,1,0,0,NaN,-83.0536,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,29,UL_data,UL,9,9,not_applicable,84,29,2,2,29,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,29,2,2,29,17,0.0622710622710623,1,0,0,NaN,-64.7628,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,35,UL_data,UL,9,9,not_applicable,84,35,2,2,35,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,35,2,2,35,17,0.0622710622710623,1,0,0,NaN,-95.7852,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,41,UL_data,UL,9,9,not_applicable,84,41,2,2,41,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,41,2,2,41,17,0.0622710622710623,1,0,0,NaN,-88.0518,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,45,UL_data,UL,9,9,not_applicable,84,45,2,2,45,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,45,2,2,45,17,0.0622710622710623,1,0,0,NaN,-91.8564,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,50,UL_data,UL,9,9,not_applicable,84,50,2,2,50,17,0.0622710622710623,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1672,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,2,UL_data,UL,9,9,not_applicable,84,50,2,2,50,17,0.0622710622710623,1,0,0,NaN,-73.5025,active_rx,0.0005,204.996336996337,0.102498168498168,1672,2,0.0024981684981685,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,2,UL_data,UL,9,9,not_applicable,84,2,3,3,2,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,2,3,3,2,15,0.0549450549450549,1,0,0,NaN,-104.5991,active_rx,0.0005,204.879120879121,0.10243956043956,0,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,12,UL_data,UL,9,9,not_applicable,84,12,3,3,12,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,12,3,3,12,15,0.0549450549450549,1,0,0,NaN,-77.6382,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,13,UL_data,UL,9,9,not_applicable,84,13,3,3,13,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,13,3,3,13,15,0.0549450549450549,1,0,0,NaN,-94.3576,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,15,UL_data,UL,9,9,not_applicable,84,15,3,3,15,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,15,3,3,15,15,0.0549450549450549,1,0,0,NaN,-95.1849,active_rx,0.0005,204.879120879121,0.10243956043956,0,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,16,UL_data,UL,9,9,not_applicable,84,16,3,3,16,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,16,3,3,16,15,0.0549450549450549,1,0,0,NaN,-104.0413,active_rx,0.0005,204.879120879121,0.10243956043956,0,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,18,UL_data,UL,9,9,not_applicable,84,18,3,3,18,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,18,3,3,18,15,0.0549450549450549,1,0,0,NaN,-79.3527,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,23,UL_data,UL,9,9,not_applicable,84,23,3,3,23,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1480,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,23,3,3,23,15,0.0549450549450549,1,0,0,NaN,-82.6732,active_rx,0.0005,204.879120879121,0.10243956043956,1480,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,24,UL_data,UL,9,9,not_applicable,84,24,3,3,24,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,24,3,3,24,15,0.0549450549450549,1,0,0,NaN,-95.8938,active_rx,0.0005,204.879120879121,0.10243956043956,0,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,33,UL_data,UL,9,9,not_applicable,84,33,3,3,33,15,0.0549450549450549,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,3,UL_data,UL,9,9,not_applicable,84,33,3,3,33,15,0.0549450549450549,1,0,0,NaN,-107.731,active_rx,0.0005,204.879120879121,0.10243956043956,0,2,0.00243956043956044,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,8,UL_data,UL,9,9,not_applicable,84,8,4,4,8,13,0.0476190476190476,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,4,UL_data,UL,9,9,not_applicable,84,8,4,4,8,13,0.0476190476190476,1,0,0,NaN,-108.2733,active_rx,0.0005,204.761904761905,0.102380952380952,0,2,0.00238095238095238,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,20,UL_data,UL,9,9,not_applicable,84,20,4,4,20,13,0.0476190476190476,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,4,UL_data,UL,9,9,not_applicable,84,20,4,4,20,13,0.0476190476190476,1,0,0,NaN,-104.0404,active_rx,0.0005,204.761904761905,0.102380952380952,0,2,0.00238095238095238,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,22,UL_data,UL,9,9,not_applicable,84,22,4,4,22,13,0.0476190476190476,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1256,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
gNB,cell,4,UL_data,UL,9,9,not_applicable,84,22,4,4,22,13,0.0476190476190476,1,0,0,NaN,-49.0698,active_rx,0.0005,204.761904761905,0.102380952380952,1256,2,0.00238095238095238,air_interface/csv/ul_pusch_trials.csv,PASS
UE,ue,32,UL_data,UL,9,9,not_applicable,84,32,4,4,32,13,0.0476190476190476,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,4,UL_data,UL,9,9,not_applicable,84,32,4,4,32,13,0.0476190476190476,1,0,0,NaN,-66.8627,active_rx,0.0005,204.761904761905,0.102380952380952,0,2,0.00238095238095238,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,34,UL_data,UL,9,9,not_applicable,84,34,4,4,34,13,0.0476190476190476,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,0,2,0,air_interface/csv/ul_pusch_trials.csv,FAIL
gNB,cell,4,UL_data,UL,9,9,not_applicable,84,34,4,4,34,13,0.0476190476190476,1,0,0,NaN,-99.7301,active_rx,0.0005,204.761904761905,0.102380952380952,0,2,0.00238095238095238,air_interface/csv/ul_pusch_trials.csv,FAIL
UE,ue,37,UL_data,UL,9,9,not_applicable,84,37,4,4,37,13,0.0476190476190476,1,2,0,46,NaN,active_tx,0.0005,114.744905872428,0.0573724529362138,1256,2,0,air_interface/csv/ul_pusch_trials.csv,PASS
