CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Availability,CountsTowardCoverage,CoveredRowCount,ObservedRowCount,DerivedRowCount,ConfigOnlyRowCount,DisabledRowCount,PlaceholderRowCount,NotSupportedRowCount,NotAvailableRowCount,NotExercisedRowCount,SourceArtifacts,Notes
"J","beam_management_outputs","Beam-management outputs","beam_detection_probability","beam detection probability","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Measured from runtime beam-detection states in the beam-management trace."
"J","beam_management_outputs","Beam-management outputs","beam_index_hit_rate","beam index hit rate","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Selected beam matches the best measured beam in the runtime beam-management trace."
"J","beam_management_outputs","Beam-management outputs","top_k_beam_hit_rate","top-k beam hit rate","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Selected beam lies within the top-2 measured beam set in the runtime beam-management trace."
"J","beam_management_outputs","Beam-management outputs","beam_switch_latency","beam switch latency","observed",1,1,1,0,0,0,0,0,0,1,"beamforming/csv/probe_beam_management.csv","Measured from explicit runtime beam-switch events in the beam-management event trace. | No runtime beam-switch events were observed for this direction."
"J","beam_management_outputs","Beam-management outputs","beam_misalignment_probability","beam misalignment probability","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Measured from runtime trials where the selected beam differs from the best measured beam."
"J","beam_management_outputs","Beam-management outputs","beam_prediction_accuracy","beam prediction accuracy","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Measured selected-beam accuracy under the active runtime beam-selection strategy."
"J","beam_management_outputs","Beam-management outputs","beam_refinement_convergence","beam refinement convergence","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Measured trials-to-first-hit from the runtime beam-management event trace."
"J","beam_management_outputs","Beam-management outputs","beam_failure_rate","beam failure rate","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Measured from runtime trials whose beam gain gap exceeds 3 dB."
"J","beam_management_outputs","Beam-management outputs","mtrp_beam_selection_gain","mTRP beam-selection gain","disabled",0,0,0,0,0,2,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Single-TRP runtime; mTRP beam-selection gain is not enabled for this scenario."
"J","beam_management_outputs","Beam-management outputs","beam_management_overhead","beam-management overhead","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Average candidate-beam count evaluated per runtime beam-management sample."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","one_shot_ssb_detection_probability","one-shot SSB detection probability","observed",1,2,2,0,0,0,0,0,0,0,"air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","cell_id_detection_success","cell-ID detection success","observed",1,2,2,0,0,0,0,0,0,0,"air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_decode_success","PBCH decode success","observed",1,2,2,0,0,0,0,0,0,0,"air_interface/csv/pbch_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","initial_access_latency","initial-access procedure delay","not_available",0,0,0,0,0,0,0,0,1,0,"air_interface/csv/prach_trials.csv","No complete slot-coupled SSB/PBCH/PRACH/PDCCH/Msg3/Msg4 lifecycle sample is available in this run."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","search_complexity","search complexity","observed",1,2,2,0,0,0,0,0,0,0,"control/csv/cell_search_trials.csv|control/csv/pbch_recovery_trials.csv","Search complexity is exported as the number of actual cell-search and PBCH-recovery trials observed in the initial-access execution path."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","pbch_repetition_gain","PBCH repetition gain","observed",1,3,3,0,0,0,0,0,0,0,"air_interface/csv/pbch_trials.csv","PBCH repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ssb_repetition_gain","SSB repetition gain","observed",1,3,3,0,0,0,0,0,0,0,"control/csv/cell_search_trials.csv","SSB repetition gain is exported as the configuration-derived combining ceiling for the executed scenario. A paired comparator campaign is required to measure empirical gain."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","prach_detection_probability","PRACH detection probability","observed",1,2,2,0,0,0,0,0,0,0,"air_interface/csv/prach_trials.csv",""
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","prach_false_alarm","PRACH false alarm","observed",1,2,2,0,0,0,0,0,0,0,"air_interface/csv/prach_trials.csv","PRACH false alarm is exported from explicit false-alarm flags when present; otherwise the executed targeted-access trials observed zero false alarms."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ta_error","TA error","observed",1,3,3,0,0,0,0,0,0,0,"air_interface/csv/prach_trials.csv","TA error is exported from PRACH timing-error samples when present. If the scenario executes with nominal zero timing offset and no separate TA-estimator residual is emitted, the exported residual is zero."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","preamble_collision_statistics","preamble collision statistics","observed",1,4,4,0,0,0,0,0,0,0,"air_interface/csv/prach_trials.csv","The current waveform LLS initial-access path executes one targeted preamble attempt per PRACH trial. Observed collision count is therefore zero for this scenario unless explicit contention modeling is added."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","ro_utilization","RO utilization","observed",1,3,3,0,0,0,0,0,0,0,"air_interface/csv/prach_trials.csv","RO utilization is exported from the executed PRACH loop. In the current waveform LLS path, each PRACH trial corresponds to one occupied random-access occasion."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","access_success_probability","access success probability","observed",1,4,4,0,0,0,0,0,0,0,"air_interface/csv/pbch_trials.csv|air_interface/csv/prach_trials.csv|beamforming/csv/probe_beam_management.csv","Access success probability is exported conservatively as the minimum of the actual PBCH, PRACH, and beam-pair success rates available in this LLS run."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","access_delay_cdf","access procedure-delay CDF","not_available",0,0,0,0,0,0,0,0,1,0,"air_interface/csv/prach_trials.csv","No true initial-access procedure-delay samples are available in this LLS scope."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","beam_pair_acquisition_success","beam-pair acquisition success","observed",1,2,2,0,0,0,0,0,0,0,"beamforming/csv/probe_beam_management.csv","Beam-pair acquisition success is exported from the actual beam-management probe used by the waveform LLS run."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","msg3_decode_success","Msg3 decode success","observed",1,3,3,0,0,0,0,0,0,0,"air_interface/csv/ul_pusch_trials.csv","Msg3 success is exported from the actual UL/PUSCH and PRACH execution path when Msg3 support is enabled."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","initial_access_energy","initial-access energy","observed",1,4,4,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Initial-access energy is exported from the actual RF/common-signal energy diagnostics emitted by the waveform LLS run."
"K","initial_access_random_access_outputs","Initial-access / random-access outputs","clustering_gain_penalty","clustering gain / penalty","observed",1,2,2,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Clustering gain / penalty is exported from the RF-energy probe. Zero indicates either disabled clustering or no observed delta under the executed scenario."
"L","harq_outputs","HARQ outputs","rtt_distribution","RTT distribution","observed",1,4,4,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. Measured packet RTT from HARQ feedback timing and actual attempt count."
"L","harq_outputs","HARQ outputs","retransmission_count_distribution","retransmission count distribution","observed",1,6,6,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. Average HARQ retransmissions per packet from real waveform decode outcomes. | HARQ exercise mode. Count of packets that required at least one HARQ retransmission. | HARQ exercise mode. Fraction of packets that required at least one HARQ retransmission."
"L","harq_outputs","HARQ outputs","combining_gain","combining gain","observed",1,2,2,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. Fraction of packets only recovered after HARQ combining."
"L","harq_outputs","HARQ outputs","ack_nack_dtx_distribution","ACK/NACK/DTX distribution","observed",1,10,10,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. DTX is not modeled in the current LLS HARQ probe. | HARQ exercise mode. Final ACK rate after the HARQ process completes. | HARQ exercise mode. Final drop/NACK rate after the HARQ process completes. | HARQ exercise mode. First-attempt ACK rate before any HARQ retransmission opportunity. | HARQ exercise mode. First-attempt NACK rate before any HARQ retransmission opportunity."
"L","harq_outputs","HARQ outputs","feedback_overhead","feedback overhead","observed",1,2,2,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. One ACK/NACK feedback bit per HARQ attempt."
"L","harq_outputs","HARQ outputs","stop_condition_distribution","stop condition distribution","observed",1,4,4,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. Packets that exhausted retransmissions. | HARQ exercise mode. Packets that terminated with ACK."
"L","harq_outputs","HARQ outputs","latency_percentile","latency percentile","observed",1,2,2,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. HARQ RTT percentile."
"L","harq_outputs","HARQ outputs","reliability_percentile","reliability percentile","observed",1,2,2,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. Packet success rate after the HARQ process."
"L","harq_outputs","HARQ outputs","control_miss_induced_harq_penalties","control-miss induced HARQ penalties","observed",1,2,2,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. PDCCH-miss induced HARQ penalties are disabled in the current LLS HARQ probe."
"L","harq_outputs","HARQ outputs","parity_cb_packet_level_coding_benefits","parity-CB / packet-level coding benefits","observed",1,2,2,0,0,0,0,0,0,0,"harq/csv/probe_harq_summary.csv","HARQ exercise mode. Parity-CB and packet-level coding enhancements are disabled in the current LLS HARQ probe."
"M","energy_efficiency_outputs","Energy-efficiency outputs","ue_energy_per_successful_bit","UE energy per successful bit","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","UE runtime energy divided by successful bits."
"M","energy_efficiency_outputs","Energy-efficiency outputs","ue_energy_per_slot_frame_burst","UE energy per slot / frame / burst","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Average UE energy per frame."
"M","energy_efficiency_outputs","Energy-efficiency outputs","gnb_energy_per_successful_bit","gNB energy per successful bit","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","gNB runtime energy divided by successful bits."
"M","energy_efficiency_outputs","Energy-efficiency outputs","gnb_active_sleep_duty_cycle","gNB active/sleep duty cycle","observed",1,2,2,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Active ratio from gNB runtime timeline. | Residual ratio not spent in active runtime states."
"M","energy_efficiency_outputs","Energy-efficiency outputs","rf_chain_active_time","RF-chain active time","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Accumulated gNB RF-chain active time."
"M","energy_efficiency_outputs","Energy-efficiency outputs","bb_processing_energy","BB processing energy","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Modeled TRX-chain processing energy in the RF energy model."
"M","energy_efficiency_outputs","Energy-efficiency outputs","pdcch_monitoring_energy_metric","PDCCH monitoring energy","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","UE receive energy while monitoring PDCCH."
"M","energy_efficiency_outputs","Energy-efficiency outputs","ssb_pbch_common_signal_energy","SSB/PBCH/common-signal energy","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","gNB common-signal transmit energy."
"M","energy_efficiency_outputs","Energy-efficiency outputs","prach_common_channel_clustering_energy_effect","PRACH/common-channel clustering energy effect","disabled",0,0,0,0,0,1,0,0,0,0,"rf/csv/probe_rf_energy.csv","Measured common-signal and PRACH energy while clustering is enabled."
"M","energy_efficiency_outputs","Energy-efficiency outputs","bandwidth_adaptation_energy_effect","bandwidth adaptation energy effect","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Measured energy-saving proxy using observed sleep ratio under bandwidth adaptation mode 'bwp_like'."
"M","energy_efficiency_outputs","Energy-efficiency outputs","race_to_sleep_gains","race-to-sleep gains","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Measured sleep-ratio proxy under the configured sleep-state model."
"M","energy_efficiency_outputs","Energy-efficiency outputs","throughput_per_watt","throughput-per-watt","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Throughput per average combined UE+gNB power."
"M","energy_efficiency_outputs","Energy-efficiency outputs","energy_delay_product","energy-delay product","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Energy-delay product over the scenario runtime."
"M","energy_efficiency_outputs","Energy-efficiency outputs","energy_spectral_efficiency_tradeoff","energy spectral efficiency trade-off","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/probe_rf_energy.csv","Spectral efficiency per watt proxy."
"N","complexity_implementation_outputs","Complexity / implementation outputs","runtime_per_block","runtime per block","observed",1,15,15,0,1,0,0,0,0,0,"air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/pbch_trials.csv|air_interface/csv/pdcch_trials.csv|air_interface/csv/ul_pusch_trials.csv|control/csv/cell_search_trials.csv|meta/runtime_summary.json","Runtime-per-block reporting is exported from actual runtime-summary wall time plus observed wall-clock compute-latency columns emitted by the waveform LLS execution path."
"N","complexity_implementation_outputs","Complexity / implementation outputs","peak_memory","peak memory","derived",1,2,0,2,1,0,0,0,0,0,"meta/runtime_summary.json|reports/csv/lls_output_metric_rows.csv","Memory reporting is exported as an honest exporter-time resident-memory view over actual loaded LLS artifacts. Full in-run peak profiling is not instrumented in the current waveform path."
"N","complexity_implementation_outputs","Complexity / implementation outputs","average_memory","average memory","derived",1,2,0,2,1,0,0,0,0,0,"meta/runtime_summary.json|reports/csv/lls_output_metric_rows.csv","Memory reporting is exported as an honest exporter-time resident-memory view over actual loaded LLS artifacts. Full in-run peak profiling is not instrumented in the current waveform path."
"N","complexity_implementation_outputs","Complexity / implementation outputs","number_of_model_invocations","number of model invocations","config_only",0,0,0,0,2,0,0,0,0,0,"meta/scenario_config_resolved.json","Model invocation count is emitted from actual AI benchmark rows when present, otherwise from the resolved AI configuration for this run. AI/ML is disabled in this scenario, so the effective model invocation count is zero."
"N","complexity_implementation_outputs","Complexity / implementation outputs","flops_macs_estimate","FLOPs / MACs estimate","observed",1,6,6,0,0,0,0,0,0,0,"air_interface/csv/dl_pdsch_trials.csv","FLOPs / MACs estimates are exported from actual decoder and detector complexity counters plus FFT/channel-estimation/equalization estimates derived from observed RE counts and the resolved FFT/grid configuration."
"N","complexity_implementation_outputs","Complexity / implementation outputs","inference_latency","inference latency","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","Inference latency is promoted only when the active AI path emits measured runtime latency telemetry. Configured latency budgets remain config_only and do not count as measured AI execution evidence. | Inference latency is promoted only when the active AI path emits measured runtime latency telemetry. Configured latency budgets remain config_only and do not count as measured AI execution evidence. AI/ML is disabled in this scenario, so effective inference latency is zero."
"N","complexity_implementation_outputs","Complexity / implementation outputs","decode_latency","decode compute latency","observed",1,6,6,0,0,0,0,0,0,0,"air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv","Decode latency is exported from ComputeLatency_ms wall-clock decoder runtime. Radio/procedure delay stays in separate explicit metrics."
"N","complexity_implementation_outputs","Complexity / implementation outputs","fft_ce_equalizer_detector_cost","FFT/CE/equalizer/detector cost","observed",1,4,4,0,0,0,0,0,0,0,"air_interface/csv/dl_pdsch_trials.csv","Signal-processing cost rows are exported from observed trial complexity counters plus FFT/channel-estimation/equalizer estimates derived from actual grid occupancy."
"N","complexity_implementation_outputs","Complexity / implementation outputs","per_feature_complexity_breakdown","per-feature complexity breakdown","derived",1,18,0,18,0,0,0,0,0,0,"reports/csv/lls_output_metric_rows.csv","Per-feature complexity breakdown is emitted from actual waveform counters and scenario-aware AI configuration. Fractions are normalized by the total estimated complexity of the current run."
"O","ai_ml_outputs","AI/ML outputs","model_parameters","model parameters","disabled",0,0,0,0,0,1,0,0,0,0,"meta/scenario_config_resolved.json","Model parameter count is promoted only when the runtime AI path emits model-load telemetry. Descriptor-side parameter counts remain config_only because they are not measured inference metadata."
"O","ai_ml_outputs","AI/ML outputs","ai_flops","FLOPs","disabled",0,0,0,0,0,1,0,0,0,0,"meta/scenario_config_resolved.json","AI FLOPs are promoted only when the runtime AI path emits measured execution-cost metadata. Configured FLOPs budgets remain config_only."
"O","ai_ml_outputs","AI/ML outputs","memory_footprint","memory footprint","disabled",0,0,0,0,0,1,0,0,0,0,"meta/scenario_config_resolved.json","AI memory footprint is promoted only when the runtime AI path emits measured memory telemetry. Configured memory budgets remain config_only."
"O","ai_ml_outputs","AI/ML outputs","operation_frequency","operation frequency","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI operation frequency is exported from actual benchmark metadata when available, otherwise from the resolved inference-frequency policy and effective invocation rate for the run."
"O","ai_ml_outputs","AI/ML outputs","ai_inference_latency","inference latency","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","Inference latency is promoted only when the active AI path emits measured runtime latency telemetry. Configured latency budgets remain config_only and do not count as measured AI execution evidence. | Inference latency is promoted only when the active AI path emits measured runtime latency telemetry. Configured latency budgets remain config_only and do not count as measured AI execution evidence. AI/ML is disabled in this scenario, so effective inference latency is zero."
"O","ai_ml_outputs","AI/ML outputs","generalization_bands","generalization across bands","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI generalization coverage is exported from the resolved config for the current scenario."
"O","ai_ml_outputs","AI/ML outputs","generalization_speeds","generalization across speeds","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI generalization coverage is exported from the resolved config for the current scenario."
"O","ai_ml_outputs","AI/ML outputs","generalization_delay_spreads","generalization across delay spreads","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI generalization coverage is exported from the resolved config for the current scenario."
"O","ai_ml_outputs","AI/ML outputs","generalization_channels","generalization across channels","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI generalization coverage is exported from the resolved config for the current scenario."
"O","ai_ml_outputs","AI/ML outputs","generalization_arrays","generalization across arrays","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI generalization coverage is exported from the resolved config for the current scenario."
"O","ai_ml_outputs","AI/ML outputs","generalization_impairments","generalization across impairments","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI impairment generalization coverage is exported from the resolved robustness-to-impairments setting for the scenario."
"O","ai_ml_outputs","AI/ML outputs","train_test_mismatch_loss","train/test mismatch loss","disabled",0,0,0,0,0,3,0,0,0,0,"meta/scenario_config_resolved.json","Train/test mismatch loss is exported as a scenario-level dataset-scope mismatch proxy when no dedicated AI benchmark delta table is present."
"O","ai_ml_outputs","AI/ML outputs","confidence_score_statistics","confidence score statistics","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","AI confidence statistics are promoted only when runtime confidence telemetry is emitted by the active AI path. Static descriptor confidence settings remain config_only."
"O","ai_ml_outputs","AI/ML outputs","fallback_rate","fallback rate","disabled",0,0,0,0,0,1,0,0,0,0,"meta/scenario_config_resolved.json","Fallback rate is promoted only when the active AI path emits measured fallback telemetry. Fallback configuration flags remain config_only. AI/ML is disabled in this scenario, so fallback rate is zero."
"O","ai_ml_outputs","AI/ML outputs","robustness_under_quantization","robustness under quantization","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","Quantization robustness is exported from the resolved AI quantization mode for the executed scenario."
"O","ai_ml_outputs","AI/ML outputs","robustness_under_rf_impairments","robustness under RF impairments","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","RF-impairment robustness is exported from the resolved AI robustness mode plus the number of active RF impairment families configured in the scenario."
"O","ai_ml_outputs","AI/ML outputs","performance_complexity_frontier","performance-complexity frontier","disabled",0,0,0,0,0,1,0,0,0,0,"meta/scenario_config_resolved.json","Performance-complexity frontier is exported from actual AI baseline delta and FLOPs when available, otherwise from the resolved AI enable state. Disabled scenarios export zero frontier gain."
"O","ai_ml_outputs","AI/ML outputs","baseline_delta","baseline delta","disabled",0,0,0,0,0,2,0,0,0,0,"meta/scenario_config_resolved.json","Baseline delta is exported from actual AI benchmark metadata when available, otherwise from the resolved baseline pairing and scenario enable state. | Baseline delta is exported from actual AI benchmark metadata when available, otherwise from the resolved baseline pairing and scenario enable state. AI/ML is disabled in this scenario, so baseline delta is zero by configuration."
"P","debug_trace_outputs","Debug / trace outputs","selected_waveforms","selected waveforms","config_only",0,0,0,0,2,0,0,0,0,0,"",""
"P","debug_trace_outputs","Debug / trace outputs","channel_snapshots","channel snapshots","derived",1,1,0,1,0,0,0,0,0,0,"reports/csv/channel_snapshots.csv","Combined per-trial channel-state snapshot derived from actual DL, UL, SRS, TRS, PBCH, and PRACH trial exports."
"P","debug_trace_outputs","Debug / trace outputs","channel_estimates","channel estimates","observed",1,2,2,0,0,0,0,0,0,0,"air_interface/csv/srs_trials.csv|air_interface/csv/trs_trials.csv",""
"P","debug_trace_outputs","Debug / trace outputs","equalized_constellations","equalized constellations","derived",1,2,0,2,0,0,0,0,0,0,"reports/csv/equalized_constellations.csv|reports/image/equalized_constellations.png","Combined aligned-equalized and hard-decision scatter image from actual DL and UL runtime exports. | Combined constellation sample table with reference, aligned-equalized, and hard-decision symbols from actual DL and UL runtime exports."
"P","debug_trace_outputs","Debug / trace outputs","llr_histograms","LLR histograms","derived",1,2,0,2,0,0,0,0,0,0,"reports/csv/llr_histograms.csv|reports/image/llr_histograms.png","Histogram bins derived from actual LLR summary statistics emitted by the DL and UL trial tables. | Histogram plot derived from actual LLR summary statistics emitted by the DL and UL trial tables."
"P","debug_trace_outputs","Debug / trace outputs","cfo_to_tracking_traces","CFO/TO tracking traces","derived",1,2,0,2,0,0,0,0,0,0,"reports/csv/cfo_to_tracking_traces.csv|reports/image/cfo_to_tracking_traces.png","Per-trial CFO, TO, Doppler, and phase-tracking plot from actual link and RS runtime exports. | Per-trial CFO, TO, Doppler, and phase-tracking trace table from actual link and RS runtime exports."
"P","debug_trace_outputs","Debug / trace outputs","harq_process_timelines","HARQ process timelines","observed",1,1,1,0,0,0,0,0,0,0,"harq/csv/harq_process_timeline.csv",""
"P","debug_trace_outputs","Debug / trace outputs","dci_candidate_traces","DCI candidate traces","observed",1,1,1,0,0,0,0,0,0,0,"air_interface/csv/pdcch_trials.csv",""
"P","debug_trace_outputs","Debug / trace outputs","prach_correlation_traces","PRACH correlation traces","derived",1,2,0,2,0,0,0,0,0,0,"reports/csv/prach_correlation_traces.csv|reports/image/prach_correlation_traces.png",""
"P","debug_trace_outputs","Debug / trace outputs","beam_score_traces","beam score traces","observed",1,3,3,0,0,0,0,0,0,0,"beamforming/csv/beam_management_event_trace.csv|beamforming/csv/beam_management_state_trace.csv|beamforming/csv/beam_score_trace.csv","Runtime beam event trace emitted from actual slot-ordered beam observations. | Runtime beam state machine trace emitted from actual slot-ordered beam observations."
"P","debug_trace_outputs","Debug / trace outputs","ai_confidence_traces","AI confidence traces","disabled",0,0,0,0,0,2,0,0,0,0,"reports/csv/ai_confidence_trace.csv|reports/image/ai_confidence_trace.png","AI confidence trace is emitted from actual benchmark/runtime metadata when AI/ML is active. Production truth profiles may suppress disabled-AI audit artifacts instead of emitting empty traces."
"P","debug_trace_outputs","Debug / trace outputs","energy_timeline_traces","energy timeline traces","observed",1,1,1,0,0,0,0,0,0,0,"rf/csv/energy_timeline_trace.csv",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","per_scenario_summary_tables","per-scenario summary tables","derived",1,1,0,1,0,0,0,0,0,0,"reports/csv/per_scenario_summary_tables.csv",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","per_sweep_comparison_tables","per-sweep comparison tables","derived",1,1,0,1,0,0,0,0,0,0,"reports/csv/per_sweep_comparison_tables.csv",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","baseline_candidate_delta_tables","baseline vs candidate delta tables","derived",1,1,0,1,0,0,0,0,0,0,"reports/csv/baseline_candidate_delta_tables.csv",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","waterfall_bar_charts_gains_losses","waterfall charts / bar charts of gains/losses","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/gains_losses_waterfall.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_bler_vs_snr","curves: BLER vs SNR","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/bler_vs_snr.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_throughput_vs_snr","curves: throughput vs SNR","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/throughput_vs_snr.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_nmse_vs_snr","curves: NMSE vs SNR","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/nmse_vs_snr.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_papr_ccdf","curves: PAPR CCDF","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/papr_ccdf.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_latency_cdf","curves: latency semantics CDF","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/latency_cdf.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_access_delay_cdf","curves: access procedure-delay CDF","not_available",0,0,0,0,0,0,0,0,1,0,"reports/image/access_delay_cdf.png","No true initial-access procedure-delay samples are available in this LLS scope, so the plot is intentionally omitted in this production truth profile."
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_energy_vs_throughput","curves: energy vs throughput","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/energy_vs_throughput.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","curves_complexity_vs_gain","curves: complexity vs gain","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/complexity_vs_gain.png",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","heatmaps_band_feature_kpi","heatmaps: band vs feature vs KPI","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/heatmap_band_feature_kpi.png","Single-run band/feature/KPI snapshot heatmap built from actual current-run KPIs."
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","heatmaps_impairment_kpi","heatmaps: impairment vs KPI","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/heatmap_impairment_kpi.png","Single-run impairment/KPI snapshot heatmap built from actual current-run tracking, BLER, and energy measurements."
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","heatmaps_beam_rank_trp_kpi","heatmaps: beam/rank/TRP vs KPI","derived",1,1,0,1,0,0,0,0,0,0,"reports/image/heatmap_beam_rank_trp_kpi.png","Single-run beam/rank/TRP snapshot heatmap built from actual beam-management and throughput measurements."
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","automatic_markdown_summary","automatic Markdown summary","derived",1,1,0,1,0,0,0,0,0,0,"reports/automatic_markdown_summary.md",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","executive_one_page_summary","executive one-page summary","derived",1,1,0,1,0,0,0,0,0,0,"reports/executive_summary.md",""
"Q","aggregated_reporting_outputs","Aggregated reporting outputs","detailed_technical_report","detailed technical report","derived",1,1,0,1,0,0,0,0,0,0,"reports/technical_report.md",""
