ExperimentID,FamilyID,PairID,Variant,Trials,Errors,Incomplete,StopReason,BLER,CILower,CIUpper,MeanLatency_ms,MeanGoodputMbps,MeanFairness,MeanRuntime_ms,Status,ExecutionBackend,ApproximationMode,EvidenceClass
F13-P05-B,F13,F13-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.5,0.368,1,1.4336,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P05-T,F13,F13-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.8,0.33714,1,1.3347,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P06-B,F13,F13-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.5,0.368,1,1.3743,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F13-P06-T,F13,F13-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.8,0.33714,1,1.3029,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P01-B,F14,F14-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,114.3504,0.0076257,1,114.3504,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P01-T,F14,F14-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,27.1885,0.037737,0.978,27.1885,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P02-B,F14,F14-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,15.0561,0.057917,1,15.0561,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P02-T,F14,F14-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,8.2943,0.12346,0.98039,8.2943,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P03-B,F14,F14-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,23.9976,0.036337,1,23.9976,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P03-T,F14,F14-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,4.3362,0.23523,0.98522,4.3362,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P04-B,F14,F14-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.6646,0.23795,1,3.6646,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P04-T,F14,F14-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.734,0.37271,0.98684,2.734,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P05-B,F14,F14-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,7.2707,0.11993,1,7.2707,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P05-T,F14,F14-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,5.1898,0.19615,0.98765,5.1898,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P06-B,F14,F14-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1.5324,0.56904,1,1.5324,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F14-P06-T,F14,F14-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,7,0.15086,0.9434,1.397,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P01-B,F15,F15-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,5.3333,0.16856,0.95847,1.4119,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P01-T,F15,F15-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,4.5,0.22844,0.96618,1.6289,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P02-B,F15,F15-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,4,0.222,0.97087,1.3059,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P02-T,F15,F15-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.6667,0.27845,0.97403,1.2497,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P03-B,F15,F15-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.4286,0.25754,0.97629,1.4127,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P03-T,F15,F15-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.25,0.31323,0.978,1.5315,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P04-B,F15,F15-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.1111,0.28318,0.97933,1.5812,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P04-T,F15,F15-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.33867,0.98039,1.3166,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P05-B,F15,F15-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.6667,0.32887,0.98361,1.2435,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P05-T,F15,F15-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.5,0.4048,0.98522,1.2942,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P06-B,F15,F15-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.4,0.36458,0.98619,1.2976,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F15-P06-T,F15,F15-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.3333,0.43329,0.98684,1.6046,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P01-B,F16,F16-P01,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,2.2857,0.44538,0.98731,1.3585,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P01-T,F16,F16-P01,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,16.681,0.052215,0.96252,16.681,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P02-B,F16,F16-P02,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,2.2222,0.4581,0.98793,1.537,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P02-T,F16,F16-P02,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.4444,0.11982,0.93946,3.3314,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P03-B,F16,F16-P03,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,5.3333,0.19556,0.95847,1.5507,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P03-T,F16,F16-P03,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,28.125,0.037582,0.78663,3.4886,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P04-B,F16,F16-P04,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,4,0.258,0.97087,1.4046,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P04-T,F16,F16-P04,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,16.1724,0.059422,0.86826,3.66,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P05-B,F16,F16-P05,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,3.4286,0.29954,0.97629,1.8747,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P05-T,F16,F16-P05,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,8.875,0.10175,0.927,7.888,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P06-B,F16,F16-P06,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,3.1111,0.32946,0.97933,1.5433,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F16-P06-T,F16,F16-P06,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,3.3871,0.25361,0.97669,1.7889,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P01-B,F17,F17-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.6667,0.38287,0.98361,1.5467,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P01-T,F17,F17-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,51,0.026824,0.66667,11.8023,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P02-B,F17,F17-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.4,0.42458,0.98619,1.5787,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P02-T,F17,F17-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,51,0.026824,0.66667,2.5223,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P03-B,F17,F17-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.2857,0.44538,0.98731,1.3009,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P03-T,F17,F17-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,51,0.026824,0.66667,2.8519,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P04-B,F17,F17-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.2222,0.4581,0.98793,1.5357,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P04-T,F17,F17-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,21,0.053714,0.83333,2.5663,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P05-B,F17,F17-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,5.3333,0.19556,0.95847,1.4177,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P05-T,F17,F17-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,21,0.053714,0.83333,5.3453,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P06-B,F17,F17-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,4,0.258,0.97087,1.5228,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F17-P06-T,F17,F17-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,21,0.053714,0.83333,1.3151,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P01-B,F18,F18-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.4286,0.25054,0.97629,1.3593,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P01-T,F18,F18-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.25,0.26154,0.978,1.2648,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P02-B,F18,F18-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.1111,0.27546,0.97933,1.5374,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P02-T,F18,F18-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.28267,0.98039,1.2607,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P03-B,F18,F18-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.6667,0.31987,0.98361,1.32,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P03-T,F18,F18-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.5,0.3376,0.98522,1.2993,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P04-B,F18,F18-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.4,0.35458,0.98619,1.2313,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P04-T,F18,F18-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.3333,0.36129,0.98684,1.5456,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P05-B,F18,F18-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.2857,0.37188,0.98731,1.2862,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P05-T,F18,F18-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.25,0.37422,0.98765,1.3238,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P06-B,F18,F18-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.2222,0.3825,0.98793,1.2387,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F18-P06-T,F18,F18-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,7,0.12571,0.9434,1.2142,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P01-B,F19,F19-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,5.3333,0.15656,0.95847,1.5636,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P01-T,F19,F19-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,4.5,0.18933,0.96618,1.3038,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P02-B,F19,F19-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,4,0.206,0.97087,1.3346,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P02-T,F19,F19-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.6667,0.23045,0.97403,1.4452,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P03-B,F19,F19-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.4286,0.23888,0.97629,1.5457,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P03-T,F19,F19-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.25,0.25908,0.978,1.7051,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P04-B,F19,F19-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,3.1111,0.26261,0.97933,1.5096,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P04-T,F19,F19-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3,0.28,0.98039,1.4691,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P05-B,F19,F19-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.6667,0.30487,0.98361,1.3229,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P05-T,F19,F19-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.5,0.3344,0.98522,1.2262,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P06-B,F19,F19-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,2.4,0.33792,0.98619,1.5144,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F19-P06-T,F19,F19-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.3333,0.35786,0.98684,1.4306,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P01-B,F20,F20-P01,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,2.2857,0.41037,0.98731,1.2527,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P01-T,F20,F20-P01,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,2.25,0.46311,0.98765,1.212,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P02-B,F20,F20-P02,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,2.2222,0.4221,0.98793,1.31,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P02-T,F20,F20-P02,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7,0.15429,0.9434,1.6905,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P03-B,F20,F20-P03,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,5.3333,0.18056,0.95847,1.6619,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P03-T,F20,F20-P03,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,4.5,0.23556,0.96618,1.5969,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P04-B,F20,F20-P04,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,4,0.238,0.97087,1.5512,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P04-T,F20,F20-P04,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,3.6667,0.28718,0.97403,1.7356,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P05-B,F20,F20-P05,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,3.4286,0.27621,0.97629,1.766,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P05-T,F20,F20-P05,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,3.25,0.32308,0.978,1.5243,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P06-B,F20,F20-P06,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,3.1111,0.30375,0.97933,1.4427,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F20-P06-T,F20,F20-P06,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,3,0.34933,0.98039,1.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P01-B,F21,F21-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,12.055,0.011282,1,12.055,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P01-T,F21,F21-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.0545,0.073984,1,2.0545,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P02-B,F21,F21-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1.7,0.08,1,1.2804,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P02-T,F21,F21-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1.9,0.08,1,1.2547,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P03-B,F21,F21-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,5.7743,0.023553,1,5.7743,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P03-T,F21,F21-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1.9,0.08,1,0.2073,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P04-B,F21,F21-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1.7,0.08,1,0.1781,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P04-T,F21,F21-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1.9,0.08,1,0.1513,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P05-B,F21,F21-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1.7,0.08,1,0.1623,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P05-T,F21,F21-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1.9,0.08,1,0.1619,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P06-B,F21,F21-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,1.7,0.08,1,0.1971,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F21-P06-T,F21,F21-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1.9,0.08,1,0.1881,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P01-B,F22,F22-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.1,0.08,1,1.7609,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P01-T,F22,F22-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.7,0.08,1,0.3652,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P02-B,F22,F22-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.1,0.08,1,0.3583,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P02-T,F22,F22-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.7,0.08,1,0.3242,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P03-B,F22,F22-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.1,0.08,1,2.0075,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P03-T,F22,F22-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.7,0.08,1,0.154,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P04-B,F22,F22-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.1,0.08,1,0.1106,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P04-T,F22,F22-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.7,0.08,1,0.1083,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P05-B,F22,F22-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.1,0.08,1,0.107,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P05-T,F22,F22-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.7,0.08,1,0.1078,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P06-B,F22,F22-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.1,0.08,1,0.108,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F22-P06-T,F22,F22-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,3.7,0.08,1,0.1566,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P01-B,F23,F23-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.8,0.08,1,6.6105,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P01-T,F23,F23-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,1.8253,0,1,1.8253,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P02-B,F23,F23-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.8,0.08,1,0.4984,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P02-T,F23,F23-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.7353,0,1,0.7353,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P03-B,F23,F23-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.8,0.08,1,1.6145,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P03-T,F23,F23-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.3348,0,1,0.3348,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P04-B,F23,F23-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.8,0.08,1,0.1265,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P04-T,F23,F23-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.3408,0,1,0.3408,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P05-B,F23,F23-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.8,0.08,1,0.1599,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P05-T,F23,F23-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,2.2566,0,1,2.2566,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P06-B,F23,F23-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,8.8,0.08,1,0.1574,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F23-P06-T,F23,F23-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,0.1859,0,1,0.1859,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P01-B,F24,F24-P01,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,8.4,0.08,1,0.1362,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P01-T,F24,F24-P01,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.5,0.08,1,0.1437,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P02-B,F24,F24-P02,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,8.4,0.08,1,0.1255,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P02-T,F24,F24-P02,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.5,0.08,1,0.1749,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P03-B,F24,F24-P03,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,8.4,0.08,1,0.1242,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P03-T,F24,F24-P03,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.5,0.08,1,0.1267,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P04-B,F24,F24-P04,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,8.4,0.08,1,0.1634,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P04-T,F24,F24-P04,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.5,0.08,1,0.1835,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P05-B,F24,F24-P05,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,8.4,0.08,1,0.1702,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P05-T,F24,F24-P05,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.5,0.08,1,0.1612,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P06-B,F24,F24-P06,baseline,10000,0,false,exact_vector_complete,0,0,0.00027048,8.4,0.08,1,0.2034,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F24-P06-T,F24,F24-P06,treatment,10000,0,false,exact_vector_complete,0,0,0.00027048,7.5,0.08,1,0.1508,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P01-B,F25,F25-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.269,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P01-T,F25,F25-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.2273,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P02-B,F25,F25-P02,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1744,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P02-T,F25,F25-P02,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1427,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P03-B,F25,F25-P03,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.2134,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P03-T,F25,F25-P03,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1881,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P04-B,F25,F25-P04,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.15,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P04-T,F25,F25-P04,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1462,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P05-B,F25,F25-P05,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1358,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P05-T,F25,F25-P05,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.1297,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P06-B,F25,F25-P06,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1276,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F25-P06-T,F25,F25-P06,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.2228,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P01-B,F26,F26-P01,baseline,2000,0,false,exact_vector_complete,0,0,0.0013509,6.6,0.08,1,0.1675,PASS,analytical_component_evaluation,component_proxy,study_not_truth
F26-P01-T,F26,F26-P01,treatment,2000,0,false,exact_vector_complete,0,0,0.0013509,6.3,0.08,1,0.2619,PASS,analytical_component_evaluation,component_proxy,study_not_truth
